Archetype,House number,CAH Type,Operation,Solar,Grid Cost,Optimal PV,Optimal Battery,Total Cost,Total Load,Grid Import
Terraced,TerracedD_36.txt,H1,safe_unidirectional,worst,396.011,7.42,27.45,28758.0,5294.93,2358.26
Terraced,TerracedA_19.txt,H2,hybrid_bidirectional,best,189.658,3.29,2.025,7881.0,3976.14,1885.57
Terraced,TerracedA_55.txt,H1,hybrid_bidirectional,worst,267.067,7.28,24.75,27168.0,5337.45,2400.05
Terraced,TerracedD_10.txt,H2,hybrid_bidirectional,best,185.165,3.57,1.35,8145.0,3925.98,1876.86
Terraced,TerracedA_0.txt,H2,safe_unidirectional,best,335.153,2.94,11.7,11790.0,3777.09,1724.26
Terraced,TerracedD_7.txt,H2,safe_unidirectional,worst,354.961,5.04,19.125,19764.0,3721.76,1761.26
Terraced,TerracedA_37.txt,H1,hybrid_bidirectional,worst,256.729,7.56,25.2,27972.0,5284.52,2371.08
Terraced,TerracedA_55.txt,H1,hybrid_bidirectional,best,208.675,4.83,15.075,17379.0,5313.81,2060.07
Terraced,TerracedD_36.txt,H1,safe_unidirectional,best,341.855,3.99,20.925,18423.0,5294.93,2192.29
Terraced,TerracedD_34.txt,H2,safe_unidirectional,worst,377.597,5.11,19.575,20127.0,3819.49,1828.62
Terraced,TerracedA_0.txt,H2,hybrid_bidirectional,worst,191.466,5.6,7.875,15540.0,3895.93,1869.91
Terraced,TerracedA_31.txt,H1,safe_unidirectional,worst,400.254,7.28,27.0,28248.0,5249.87,2359.24
Terraced,TerracedA_37.txt,H1,hybrid_bidirectional,best,203.066,4.69,16.2,17625.0,5261.38,2044.61
Terraced,TerracedD_7.txt,H2,safe_unidirectional,best,322.604,2.87,11.925,11751.0,3721.76,1711.97
Terraced,TerracedA_34.txt,H1,safe_unidirectional,worst,381.818,7.49,27.225,28797.0,5111.51,2295.9
Terraced,TerracedD_36.txt,H1,hybrid_bidirectional,worst,264.843,7.28,25.875,27708.0,5367.22,2416.27
Terraced,TerracedA_0.txt,H2,hybrid_bidirectional,best,180.973,3.29,1.575,7665.0,3936.7,1892.29
Terraced,TerracedD_34.txt,H2,safe_unidirectional,best,341.143,3.01,12.15,12153.0,3819.49,1747.57
Terraced,TerracedA_31.txt,H1,safe_unidirectional,best,359.365,3.92,21.15,18384.0,5249.87,2254.23
Terraced,TerracedA_55.txt,H2,safe_unidirectional,worst,365.242,5.11,19.575,20127.0,3769.56,1785.33
Terraced,TerracedD_7.txt,H2,hybrid_bidirectional,worst,190.103,5.6,8.325,15756.0,3833.27,1805.9
Terraced,TerracedD_36.txt,H1,hybrid_bidirectional,best,207.729,4.55,16.2,17331.0,5343.58,2083.62
Terraced,TerracedA_34.txt,H1,safe_unidirectional,best,339.574,3.85,21.15,18237.0,5111.51,2181.68
Terraced,TerracedD_34.txt,H2,hybrid_bidirectional,worst,198.749,5.53,8.325,15609.0,3939.51,1887.01
Terraced,TerracedA_37.txt,H2,safe_unidirectional,worst,362.054,5.18,20.025,20490.0,3709.88,1777.67
Terraced,TerracedD_7.txt,H2,hybrid_bidirectional,best,178.45,3.22,1.8,7626.0,3865.49,1852.85
Terraced,TerracedA_45.txt,H1,safe_unidirectional,worst,413.905,7.77,28.35,29925.0,5285.0,2378.09
Terraced,TerracedA_31.txt,H1,hybrid_bidirectional,worst,260.462,7.21,25.2,27237.0,5323.69,2420.87
Terraced,TerracedA_55.txt,H2,safe_unidirectional,best,332.034,3.08,11.475,11976.0,3769.56,1701.79
Terraced,TerracedD_34.txt,H2,hybrid_bidirectional,best,190.759,3.36,1.575,7812.0,3975.74,1937.68
Terraced,TerracedA_34.txt,H1,hybrid_bidirectional,worst,248.324,7.49,25.2,27825.0,5180.97,2326.81
Terraced,TerracedA_37.txt,H2,safe_unidirectional,best,324.034,3.01,12.15,12153.0,3709.88,1689.44
Terraced,TerracedD_36.txt,H2,safe_unidirectional,worst,369.156,5.11,19.575,20127.0,3790.02,1798.97
Terraced,TerracedA_31.txt,H1,hybrid_bidirectional,best,201.335,4.62,16.2,17478.0,5302.32,2102.13
Terraced,TerracedA_55.txt,H2,hybrid_bidirectional,worst,189.227,5.46,8.325,15462.0,3875.6,1846.71
Terraced,TerracedA_45.txt,H1,safe_unidirectional,best,369.711,4.06,22.275,19218.0,5285.0,2245.55
Terraced,TerracedA_34.txt,H1,hybrid_bidirectional,best,194.319,4.62,15.975,17370.0,5156.04,1998.82
Terraced,TerracedD_5.txt,H1,safe_unidirectional,worst,404.202,7.56,27.45,29052.0,5251.53,2349.17
Terraced,TerracedA_37.txt,H2,hybrid_bidirectional,worst,187.345,5.67,8.55,16011.0,3820.93,1824.78
Terraced,TerracedA_55.txt,H2,hybrid_bidirectional,best,175.778,3.36,1.35,7704.0,3916.27,1877.09
Terraced,TerracedA_38.txt,H1,safe_unidirectional,worst,415.701,7.63,28.8,29847.0,5221.98,2370.01
Terraced,TerracedD_36.txt,H2,safe_unidirectional,best,332.717,3.01,11.025,11613.0,3790.02,1734.45
Terraced,TerracedA_45.txt,H1,hybrid_bidirectional,worst,275.317,7.63,26.325,28659.0,5355.98,2431.41
Terraced,TerracedA_31.txt,H2,safe_unidirectional,worst,366.529,5.11,19.35,20019.0,3744.96,1801.98
Terraced,TerracedD_5.txt,H1,safe_unidirectional,best,345.616,4.06,21.375,18786.0,5251.53,2194.26
Terraced,TerracedA_37.txt,H2,hybrid_bidirectional,best,178.868,3.43,1.125,7743.0,3861.73,1857.03
Terraced,TerracedA_34.txt,H2,safe_unidirectional,worst,351.183,5.04,20.475,20412.0,3606.59,1731.22
Terraced,TerracedD_36.txt,H2,hybrid_bidirectional,worst,189.413,5.53,7.65,15285.0,3910.33,1887.17
Terraced,TerracedA_38.txt,H1,safe_unidirectional,best,361.486,3.92,21.825,18708.0,5221.98,2251.58
Terraced,TerracedA_45.txt,H1,hybrid_bidirectional,best,224.216,4.76,17.55,18420.0,5338.24,2131.27
Terraced,TerracedA_41.txt,H1,safe_unidirectional,worst,393.316,7.63,26.775,28875.0,5217.09,2314.46
Terraced,TerracedD_5.txt,H1,hybrid_bidirectional,worst,277.035,7.49,25.875,28149.0,5316.99,2397.77
Terraced,TerracedA_31.txt,H2,safe_unidirectional,best,332.494,3.08,11.475,11976.0,3744.96,1724.33
Terraced,TerracedD_36.txt,H2,hybrid_bidirectional,best,179.868,3.29,1.35,7557.0,3952.0,1915.47
Terraced,TerracedD_2.txt,H1,safe_unidirectional,worst,396.244,7.7,27.675,29454.0,5218.94,2355.64
Terraced,TerracedA_34.txt,H2,safe_unidirectional,best,313.751,2.94,12.375,12114.0,3606.59,1644.37
Terraced,TerracedA_38.txt,H1,hybrid_bidirectional,worst,266.092,7.63,26.325,28659.0,5299.18,2427.6
Terraced,TerracedA_41.txt,H1,safe_unidirectional,best,355.618,3.78,21.825,18414.0,5217.09,2250.4
Terraced,TerracedD_5.txt,H1,hybrid_bidirectional,best,215.859,4.62,16.875,17802.0,5300.99,2088.78
Terraced,TerracedA_31.txt,H2,hybrid_bidirectional,worst,194.661,5.39,8.55,15423.0,3833.99,1835.66
Terraced,TerracedA_45.txt,H2,safe_unidirectional,worst,385.332,5.25,20.925,21069.0,3780.09,1828.48
Terraced,TerracedA_34.txt,H2,hybrid_bidirectional,worst,179.096,5.74,7.875,15834.0,3705.93,1766.82
Terraced,TerracedA_38.txt,H1,hybrid_bidirectional,best,213.988,4.48,18.0,18048.0,5280.45,2141.19
Terraced,TerracedD_2.txt,H1,safe_unidirectional,best,344.976,3.99,21.15,18531.0,5218.94,2205.14
Terraced,TerracedD_37.txt,H1,safe_unidirectional,worst,383.757,7.28,27.225,28356.0,5147.0,2290.95
Terraced,TerracedA_31.txt,H2,hybrid_bidirectional,best,178.819,3.36,1.575,7812.0,3863.1,1822.28
Terraced,TerracedA_41.txt,H1,hybrid_bidirectional,worst,255.661,7.35,25.65,27747.0,5288.7,2370.43
Terraced,TerracedA_34.txt,H2,hybrid_bidirectional,best,166.792,3.22,1.8,7626.0,3738.31,1783.24
Terraced,TerracedA_45.txt,H2,safe_unidirectional,best,346.339,3.15,13.5,13095.0,3780.09,1709.6
Terraced,TerracedD_5.txt,H2,safe_unidirectional,worst,369.972,5.32,20.025,20784.0,3746.61,1794.44
Terraced,TerracedD_2.txt,H1,hybrid_bidirectional,worst,264.661,7.56,25.875,28296.0,5290.3,2421.43
Terraced,TerracedA_41.txt,H1,hybrid_bidirectional,best,200.333,4.62,16.425,17586.0,5272.14,2055.36
Terraced,TerracedD_37.txt,H1,safe_unidirectional,best,345.485,3.85,21.15,18237.0,5147.0,2194.83
Terraced,TerracedA_38.txt,H2,safe_unidirectional,worst,383.999,5.46,20.925,21510.0,3717.07,1814.17
Terraced,TerracedA_45.txt,H2,hybrid_bidirectional,worst,206.861,5.88,9.45,16884.0,3894.06,1901.53
Terraced,TerracedA_25.txt,H1,safe_unidirectional,worst,429.232,7.91,27.9,30003.0,5416.26,2415.82
Terraced,TerracedD_2.txt,H1,hybrid_bidirectional,best,205.529,4.41,17.775,17793.0,5267.21,2111.94
Terraced,TerracedA_20.txt,H1,safe_unidirectional,worst,396.118,7.49,27.675,29013.0,5173.95,2337.44
Terraced,TerracedD_5.txt,H2,safe_unidirectional,best,327.226,3.15,11.925,12339.0,3746.61,1693.51
Terraced,TerracedD_37.txt,H1,hybrid_bidirectional,worst,257.332,7.14,25.65,27306.0,5215.56,2329.89
Terraced,TerracedA_45.txt,H2,hybrid_bidirectional,best,190.428,3.64,1.8,8508.0,3927.73,1881.61
Terraced,TerracedA_38.txt,H2,safe_unidirectional,best,333.841,3.22,12.6,12810.0,3717.07,1675.76
Terraced,TerracedA_41.txt,H2,safe_unidirectional,worst,365.581,5.04,19.8,20088.0,3712.18,1775.26
Terraced,TerracedA_25.txt,H1,safe_unidirectional,best,385.908,3.99,22.725,19287.0,5416.26,2316.6
Terraced,TerracedD_5.txt,H2,hybrid_bidirectional,worst,192.469,5.74,8.55,16158.0,3864.71,1872.3
Terraced,TerracedA_20.txt,H1,safe_unidirectional,best,345.368,3.92,20.925,18276.0,5173.95,2201.19
Terraced,TerracedD_37.txt,H1,hybrid_bidirectional,best,203.449,4.41,16.65,17253.0,5197.74,2045.18
Terraced,TerracedD_2.txt,H2,safe_unidirectional,worst,364.887,5.39,20.475,21147.0,3714.03,1797.69
Terraced,TerracedA_38.txt,H2,hybrid_bidirectional,worst,201.432,6.16,9.45,17472.0,3825.21,1812.66
Terraced,TerracedD_5.txt,H2,hybrid_bidirectional,best,174.781,3.43,1.8,8067.0,3893.57,1847.7
Terraced,TerracedA_51.txt,H1,safe_unidirectional,worst,370.022,7.0,27.675,27984.0,5116.83,2291.31
Terraced,TerracedA_41.txt,H2,safe_unidirectional,best,330.561,2.94,12.15,12006.0,3712.18,1712.28
Terraced,TerracedA_25.txt,H1,hybrid_bidirectional,worst,281.295,7.84,26.1,28992.0,5496.19,2480.97
Terraced,TerracedA_20.txt,H1,hybrid_bidirectional,worst,261.429,7.49,26.325,28365.0,5242.96,2386.34
Terraced,TerracedA_38.txt,H2,hybrid_bidirectional,best,181.925,3.43,2.25,8283.0,3848.76,1814.54
Terraced,TerracedD_37.txt,H2,safe_unidirectional,worst,355.743,4.9,20.025,19902.0,3642.08,1738.88
Terraced,TerracedD_2.txt,H2,safe_unidirectional,best,334.96,2.94,12.6,12222.0,3714.03,1727.77
Terraced,TerracedA_41.txt,H2,hybrid_bidirectional,worst,191.452,5.6,8.55,15864.0,3828.58,1811.02
Terraced,TerracedA_25.txt,H1,hybrid_bidirectional,best,220.313,4.9,16.875,18390.0,5473.68,2153.34
Terraced,TerracedA_51.txt,H1,safe_unidirectional,best,325.902,3.85,21.375,18345.0,5116.83,2159.71
Terraced,TerracedA_20.txt,H1,hybrid_bidirectional,best,207.929,4.41,17.325,17577.0,5226.83,2083.87
Terraced,TerracedA_24.txt,H1,safe_unidirectional,worst,393.126,7.42,28.575,29298.0,5230.07,2353.41
Terraced,TerracedD_2.txt,H2,hybrid_bidirectional,worst,187.874,5.81,8.775,16413.0,3827.7,1830.54
Terraced,TerracedA_41.txt,H2,hybrid_bidirectional,best,176.431,3.22,2.025,7734.0,3854.42,1822.32
Terraced,TerracedA_10.txt,H1,safe_unidirectional,worst,377.261,7.21,27.675,28425.0,5141.46,2283.03
Terraced,TerracedD_37.txt,H2,safe_unidirectional,best,312.051,3.01,11.7,11937.0,3642.08,1651.77
Terraced,TerracedA_51.txt,H1,hybrid_bidirectional,worst,246.926,7.07,25.2,26943.0,5182.07,2333.12
Terraced,TerracedA_25.txt,H2,safe_unidirectional,worst,401.439,5.46,20.7,21402.0,3911.35,1887.46
Terraced,TerracedD_2.txt,H2,hybrid_bidirectional,best,182.016,3.43,1.35,7851.0,3865.28,1866.13
Terraced,TerracedA_24.txt,H1,safe_unidirectional,best,345.982,3.99,21.825,18855.0,5230.07,2210.58
Terraced,TerracedA_20.txt,H2,safe_unidirectional,worst,363.648,5.18,20.25,20598.0,3669.04,1773.24
Terraced,TerracedD_37.txt,H2,hybrid_bidirectional,worst,190.767,5.6,7.425,15324.0,3749.92,1767.98
Terraced,TerracedA_10.txt,H1,safe_unidirectional,best,331.912,3.92,20.7,18168.0,5141.46,2165.19
Terraced,TerracedA_4.txt,H1,safe_unidirectional,worst,397.911,7.35,27.225,28503.0,5292.49,2367.84
Terraced,TerracedA_51.txt,H1,hybrid_bidirectional,best,197.305,4.34,17.1,17322.0,5165.55,2036.85
Terraced,TerracedA_24.txt,H1,hybrid_bidirectional,worst,263.193,7.35,25.875,27855.0,5304.82,2412.79
Terraced,TerracedD_37.txt,H2,hybrid_bidirectional,best,178.248,3.29,1.35,7557.0,3786.21,1801.52
Terraced,TerracedA_25.txt,H2,safe_unidirectional,best,355.587,3.36,12.375,12996.0,3911.35,1770.11
Terraced,TerracedD_6.txt,H1,safe_unidirectional,worst,400.842,7.49,27.9,29121.0,5319.66,2391.28
Terraced,TerracedA_10.txt,H1,hybrid_bidirectional,worst,250.795,7.35,25.2,27531.0,5206.89,2326.08
Terraced,TerracedA_20.txt,H2,safe_unidirectional,best,329.522,2.8,12.825,12036.0,3669.04,1697.99
Terraced,TerracedA_4.txt,H1,safe_unidirectional,best,353.524,4.06,21.375,18786.0,5292.49,2204.83
Terraced,TerracedA_24.txt,H1,hybrid_bidirectional,best,208.619,4.69,16.875,17949.0,5279.02,2081.06
Terraced,TerracedA_51.txt,H2,safe_unidirectional,worst,347.225,4.62,19.8,19206.0,3611.91,1747.03
Terraced,TerracedA_25.txt,H2,hybrid_bidirectional,worst,211.031,6.23,8.55,17187.0,4035.91,1933.78
Terraced,TerracedA_10.txt,H1,hybrid_bidirectional,best,201.333,4.55,16.425,17439.0,5185.06,2032.83
Terraced,TerracedA_20.txt,H2,hybrid_bidirectional,worst,199.477,5.95,7.65,16167.0,3771.38,1829.92
Terraced,TerracedD_23.txt,H1,safe_unidirectional,worst,381.856,7.21,27.675,28425.0,5151.5,2308.56
Terraced,TerracedD_6.txt,H1,safe_unidirectional,best,360.604,3.99,22.05,18963.0,5319.66,2257.83
Terraced,TerracedA_4.txt,H1,hybrid_bidirectional,worst,259.084,7.21,25.65,27453.0,5368.75,2428.62
Terraced,TerracedA_25.txt,H2,hybrid_bidirectional,best,196.74,3.5,2.25,8430.0,4065.7,1947.08
Terraced,TerracedA_20.txt,H2,hybrid_bidirectional,best,185.588,3.29,1.575,7665.0,3802.66,1822.67
Terraced,TerracedA_51.txt,H2,safe_unidirectional,best,309.108,2.87,11.925,11751.0,3611.91,1629.96
Terraced,TerracedA_24.txt,H2,safe_unidirectional,worst,361.557,5.18,20.025,20490.0,3725.16,1781.31
Terraced,TerracedD_6.txt,H1,hybrid_bidirectional,worst,269.021,7.49,26.1,28257.0,5394.53,2447.86
Terraced,TerracedA_4.txt,H1,hybrid_bidirectional,best,211.528,4.48,17.775,17940.0,5350.7,2106.8
Terraced,TerracedD_23.txt,H1,safe_unidirectional,best,334.539,3.99,20.925,18423.0,5151.5,2125.13
Terraced,TerracedA_10.txt,H2,safe_unidirectional,worst,348.273,4.9,19.575,19686.0,3636.55,1737.51
Terraced,TerracedA_51.txt,H2,hybrid_bidirectional,worst,179.251,5.32,7.425,14736.0,3720.15,1776.16
Terraced,TerracedD_4.txt,H1,safe_unidirectional,worst,386.193,7.07,26.775,27699.0,5239.89,2345.06
Terraced,TerracedD_6.txt,H1,hybrid_bidirectional,best,214.468,4.62,17.325,18018.0,5374.44,2127.51
Terraced,TerracedD_1.txt,H1,safe_unidirectional,worst,374.287,7.14,26.55,27738.0,5164.58,2293.01
Terraced,TerracedA_24.txt,H2,safe_unidirectional,best,322.301,3.22,12.15,12594.0,3725.16,1678.38
Terraced,TerracedD_23.txt,H1,hybrid_bidirectional,worst,244.955,7.28,25.2,27384.0,5220.27,2336.34
Terraced,TerracedA_51.txt,H2,hybrid_bidirectional,best,170.324,3.22,1.575,7518.0,3754.73,1793.83
Terraced,TerracedA_4.txt,H2,safe_unidirectional,worst,371.516,5.11,19.125,19911.0,3787.58,1802.86
Terraced,TerracedA_10.txt,H2,safe_unidirectional,best,311.458,3.01,11.7,11937.0,3636.55,1651.98
Terraced,TerracedD_4.txt,H1,safe_unidirectional,best,337.595,3.85,21.15,18237.0,5239.89,2205.44
Terraced,TerracedA_24.txt,H2,hybrid_bidirectional,worst,191.114,5.67,8.1,15795.0,3836.78,1849.61
Terraced,TerracedD_23.txt,H1,hybrid_bidirectional,best,196.883,4.55,16.425,17439.0,5198.87,2029.57
Terraced,TerracedD_1.txt,H1,safe_unidirectional,best,332.215,3.85,20.475,17913.0,5164.58,2175.86
Terraced,TerracedD_6.txt,H2,safe_unidirectional,worst,378.075,5.18,20.25,20598.0,3814.74,1842.82
Terraced,TerracedA_10.txt,H2,hybrid_bidirectional,worst,185.39,5.46,7.875,15246.0,3729.47,1794.16
Terraced,TerracedA_24.txt,H2,hybrid_bidirectional,best,179.174,3.43,1.8,8067.0,3867.0,1836.22
Terraced,TerracedA_47.txt,H1,safe_unidirectional,worst,399.678,7.35,27.675,28719.0,5255.82,2352.0
Terraced,TerracedA_4.txt,H2,safe_unidirectional,best,344.569,2.87,13.275,12399.0,3787.58,1723.14
Terraced,TerracedD_4.txt,H1,hybrid_bidirectional,worst,254.045,7.0,24.975,26688.0,5305.21,2387.03
Terraced,TerracedD_1.txt,H1,hybrid_bidirectional,worst,244.216,7.21,25.2,27237.0,5229.36,2329.22
Terraced,TerracedA_10.txt,H2,hybrid_bidirectional,best,169.852,3.22,1.8,7626.0,3761.35,1784.3
Terraced,TerracedD_23.txt,H2,safe_unidirectional,worst,353.282,4.9,19.575,19686.0,3646.58,1751.04
Terraced,TerracedD_6.txt,H2,safe_unidirectional,best,335.257,3.15,12.375,12555.0,3814.74,1721.5
Terraced,TerracedA_4.txt,H2,hybrid_bidirectional,worst,192.802,5.6,7.425,15324.0,3900.21,1880.78
Terraced,TerracedD_4.txt,H1,hybrid_bidirectional,best,200.483,4.62,15.3,17046.0,5281.45,2061.93
Terraced,TerracedA_47.txt,H1,safe_unidirectional,best,351.121,3.92,21.15,18384.0,5255.82,2237.53
Terraced,TerracedA_30.txt,H1,safe_unidirectional,worst,406.686,7.56,27.675,29160.0,5250.48,2356.41
Terraced,TerracedD_1.txt,H1,hybrid_bidirectional,best,197.778,4.41,16.425,17145.0,5207.08,2044.01
Terraced,TerracedD_6.txt,H2,hybrid_bidirectional,worst,196.402,5.74,9.45,16590.0,3931.35,1891.78
Terraced,TerracedA_4.txt,H2,hybrid_bidirectional,best,183.205,3.36,2.025,8028.0,3932.45,1874.67
Terraced,TerracedD_0.txt,H1,safe_unidirectional,worst,389.345,7.21,27.675,28425.0,5230.55,2335.94
Terraced,TerracedD_23.txt,H2,safe_unidirectional,best,313.713,3.01,11.7,11937.0,3646.58,1649.6
Terraced,TerracedA_47.txt,H1,hybrid_bidirectional,worst,262.141,7.42,25.875,28002.0,5325.31,2387.91
Terraced,TerracedD_4.txt,H2,safe_unidirectional,worst,356.107,4.69,19.35,19137.0,3734.98,1780.0
Terraced,TerracedA_30.txt,H1,safe_unidirectional,best,354.855,4.06,21.375,18786.0,5250.48,2197.09
Terraced,TerracedD_6.txt,H2,hybrid_bidirectional,best,184.632,3.57,1.35,8145.0,3977.34,1917.91
Terraced,TerracedD_23.txt,H2,hybrid_bidirectional,worst,179.11,5.39,8.55,15423.0,3757.91,1817.54
Terraced,TerracedD_1.txt,H2,safe_unidirectional,worst,346.461,5.04,18.675,19548.0,3659.66,1739.27
Terraced,TerracedD_0.txt,H1,safe_unidirectional,best,344.705,3.92,21.375,18492.0,5230.55,2220.4
Terraced,TerracedA_47.txt,H1,hybrid_bidirectional,best,213.623,4.41,17.55,17685.0,5305.86,2115.9
Terraced,TerracedA_5.txt,H1,safe_unidirectional,worst,388.922,7.21,27.225,28209.0,5197.01,2329.56
Terraced,TerracedA_30.txt,H1,hybrid_bidirectional,worst,267.163,7.42,26.1,28110.0,5326.69,2405.73
Terraced,TerracedD_23.txt,H2,hybrid_bidirectional,best,169.039,3.36,1.35,7704.0,3795.25,1845.01
Terraced,TerracedD_4.txt,H2,safe_unidirectional,best,323.695,2.87,11.7,11643.0,3734.98,1700.06
Terraced,TerracedA_33.txt,H1,safe_unidirectional,worst,397.406,7.49,27.9,29121.0,5217.38,2349.32
Terraced,TerracedD_1.txt,H2,safe_unidirectional,best,320.325,2.73,11.925,11457.0,3659.66,1695.82
Terraced,TerracedD_0.txt,H1,hybrid_bidirectional,worst,261.204,7.14,25.875,27414.0,5295.59,2381.95
Terraced,TerracedA_5.txt,H1,safe_unidirectional,best,348.837,3.78,21.375,18198.0,5197.01,2264.79
Terraced,TerracedA_30.txt,H1,hybrid_bidirectional,best,211.149,4.76,16.425,17880.0,5301.07,2069.28
Terraced,TerracedD_4.txt,H2,hybrid_bidirectional,worst,191.601,5.18,7.65,14550.0,3845.66,1825.88
Terraced,TerracedA_47.txt,H2,safe_unidirectional,worst,369.597,5.04,20.475,20412.0,3750.9,1797.84
Terraced,TerracedD_1.txt,H2,hybrid_bidirectional,worst,179.926,5.53,6.975,14961.0,3765.79,1806.68
Terraced,TerracedD_0.txt,H1,hybrid_bidirectional,best,203.677,4.69,15.975,17517.0,5273.03,2074.94
Terraced,TerracedA_13.txt,H1,safe_unidirectional,worst,417.315,7.98,28.125,30258.0,5344.75,2403.63
Terraced,TerracedA_33.txt,H1,safe_unidirectional,best,356.589,3.99,21.15,18531.0,5217.38,2227.37
Terraced,TerracedD_4.txt,H2,hybrid_bidirectional,best,182.045,3.22,1.35,7410.0,3884.37,1878.33
Terraced,TerracedA_5.txt,H1,hybrid_bidirectional,worst,256.595,7.07,25.875,27267.0,5266.07,2379.06
Terraced,TerracedD_1.txt,H2,hybrid_bidirectional,best,168.725,3.15,1.575,7371.0,3797.76,1827.33
Terraced,TerracedA_47.txt,H2,safe_unidirectional,best,334.158,3.01,11.7,11937.0,3750.9,1706.15
Terraced,TerracedA_30.txt,H2,safe_unidirectional,worst,377.268,5.11,20.475,20559.0,3745.57,1809.3
Terraced,TerracedA_33.txt,H1,hybrid_bidirectional,worst,258.211,7.56,25.65,28188.0,5291.17,2387.37
Terraced,TerracedA_13.txt,H1,safe_unidirectional,best,384.113,4.06,22.05,19110.0,5344.75,2310.55
Terraced,TerracedA_5.txt,H1,hybrid_bidirectional,best,200.09,4.41,17.1,17469.0,5249.47,2081.94
Terraced,TerracedD_0.txt,H2,safe_unidirectional,worst,360.625,4.9,19.8,19794.0,3725.64,1782.83
Terraced,TerracedA_42.txt,H1,safe_unidirectional,worst,386.122,7.21,27.0,28101.0,5180.7,2316.81
Terraced,TerracedA_47.txt,H2,hybrid_bidirectional,worst,200.012,5.67,7.875,15687.0,3859.38,1859.34
Terraced,TerracedA_33.txt,H1,hybrid_bidirectional,best,207.77,4.48,17.325,17724.0,5275.44,2103.93
Terraced,TerracedD_3.txt,H1,safe_unidirectional,worst,403.981,7.35,27.9,28827.0,5314.07,2361.41
Terraced,TerracedA_30.txt,H2,safe_unidirectional,best,332.628,3.08,12.375,12408.0,3745.57,1693.76
Terraced,TerracedA_13.txt,H1,hybrid_bidirectional,worst,274.985,7.91,26.325,29247.0,5421.25,2454.82
Terraced,TerracedA_47.txt,H2,hybrid_bidirectional,best,183.101,3.29,1.8,7773.0,3891.95,1849.58
Terraced,TerracedA_5.txt,H2,safe_unidirectional,worst,359.473,4.9,19.575,19686.0,3692.1,1770.09
Terraced,TerracedD_0.txt,H2,safe_unidirectional,best,325.183,3.01,11.7,11937.0,3725.64,1696.29
Terraced,TerracedA_42.txt,H1,safe_unidirectional,best,341.53,3.92,20.7,18168.0,5180.7,2192.09
Terraced,TerracedA_30.txt,H2,hybrid_bidirectional,worst,208.502,5.81,8.55,16305.0,3858.68,1881.88
Terraced,TerracedA_13.txt,H1,hybrid_bidirectional,best,221.552,4.76,17.775,18528.0,5406.72,2161.23
Terraced,TerracedD_3.txt,H1,safe_unidirectional,best,356.667,3.99,20.925,18423.0,5314.07,2219.83
Terraced,TerracedA_33.txt,H2,safe_unidirectional,worst,368.992,5.25,20.025,20637.0,3712.46,1790.79
Terraced,TerracedD_0.txt,H2,hybrid_bidirectional,worst,188.766,5.46,7.875,15246.0,3833.48,1851.19
Terraced,TerracedA_30.txt,H2,hybrid_bidirectional,best,188.885,3.43,1.8,8067.0,3893.35,1859.87
Terraced,TerracedA_42.txt,H1,hybrid_bidirectional,worst,246.674,7.0,26.325,27336.0,5255.56,2383.65
Terraced,TerracedA_53.txt,H1,safe_unidirectional,worst,393.893,7.21,27.45,28317.0,5238.71,2346.58
Terraced,TerracedA_5.txt,H2,safe_unidirectional,best,320.147,2.94,11.7,11790.0,3692.1,1677.08
Terraced,TerracedD_3.txt,H1,hybrid_bidirectional,worst,262.568,7.28,25.425,27492.0,5387.41,2421.06
Terraced,TerracedD_0.txt,H2,hybrid_bidirectional,best,178.604,3.29,1.575,7665.0,3869.65,1875.4
Terraced,TerracedA_13.txt,H2,safe_unidirectional,worst,385.721,5.6,20.25,21480.0,3839.84,1827.04
Terraced,TerracedA_42.txt,H1,hybrid_bidirectional,best,188.362,4.62,15.75,17262.0,5233.97,2039.42
Terraced,TerracedA_33.txt,H2,safe_unidirectional,best,332.703,3.01,12.15,12153.0,3712.46,1696.78
Terraced,TerracedA_5.txt,H2,hybrid_bidirectional,worst,190.085,5.39,8.325,15315.0,3795.2,1815.83
Terraced,TerracedA_53.txt,H1,safe_unidirectional,best,354.451,3.78,21.375,18198.0,5238.71,2276.67
Terraced,TerracedD_3.txt,H1,hybrid_bidirectional,best,212.665,4.55,16.65,17547.0,5362.26,2107.29
Terraced,TerracedA_18.txt,H1,safe_unidirectional,worst,406.161,7.28,27.45,28464.0,5274.55,2379.78
Terraced,TerracedA_5.txt,H2,hybrid_bidirectional,best,180.104,3.36,1.125,7596.0,3839.49,1842.28
Terraced,TerracedA_33.txt,H2,hybrid_bidirectional,worst,193.703,5.67,8.775,16119.0,3828.52,1862.31
Terraced,TerracedA_21.txt,H1,safe_unidirectional,worst,415.864,7.7,28.575,29886.0,5370.29,2392.67
Terraced,TerracedA_13.txt,H2,safe_unidirectional,best,354.522,3.08,13.725,13056.0,3839.84,1735.39
Terraced,TerracedA_53.txt,H1,hybrid_bidirectional,worst,262.974,7.14,25.65,27306.0,5304.91,2389.75
Terraced,TerracedA_42.txt,H2,safe_unidirectional,worst,364.718,4.97,19.125,19617.0,3675.78,1778.75
Terraced,TerracedA_18.txt,H1,safe_unidirectional,best,355.614,3.99,20.7,18315.0,5274.55,2229.11
Terraced,TerracedA_33.txt,H2,hybrid_bidirectional,best,176.992,3.29,2.025,7881.0,3853.26,1853.56
