Archetype,House number,CAH Type,Operation,Solar,Grid Cost,Optimal PV,Optimal Battery,Total Cost,Total Load,Grid Import
Semi-detached,Semi-detachedD_23.txt,H1,hybrid_bidirectional,worst,280.36,7.49,25.65,28041.0,5577.58,2518.22
Semi-detached,Semi-detachedA_5.txt,H2,safe_unidirectional,worst,402.946,5.32,20.025,20784.0,3984.92,1917.45
Semi-detached,Semi-detachedA_6.txt,H1,safe_unidirectional,best,374.197,3.99,21.15,18531.0,5453.35,2332.37
Semi-detached,Semi-detachedD_2.txt,H2,hybrid_bidirectional,best,183.314,3.43,1.575,7959.0,3969.46,1924.12
Detached,DetachedA_5.txt,H2,safe_unidirectional,worst,421.119,5.25,19.35,20313.0,4136.07,1973.92
Detached,DetachedA_11.txt,H2,hybrid_bidirectional,worst,218.209,5.88,8.1,16236.0,4108.27,1986.29
Detached,DetachedD_36.txt,H1,safe_unidirectional,best,397.745,4.41,21.375,19521.0,5698.41,2374.49
Semi-detached,Semi-detachedD_23.txt,H1,hybrid_bidirectional,best,221.306,4.76,16.425,17880.0,5560.52,2205.57
Semi-detached,Semi-detachedA_6.txt,H1,hybrid_bidirectional,worst,276.878,7.56,26.1,28404.0,5532.53,2510.28
Semi-detached,Semi-detachedD_20.txt,H1,safe_unidirectional,worst,448.994,7.49,28.35,29337.0,5566.08,2514.62
Semi-detached,Semi-detachedA_5.txt,H2,safe_unidirectional,best,365.669,3.22,11.925,12486.0,3984.92,1824.29
Detached,DetachedA_11.txt,H2,hybrid_bidirectional,best,203.541,3.57,1.35,8145.0,4153.35,1987.36
Semi-detached,Semi-detachedD_3.txt,H1,safe_unidirectional,worst,429.319,7.35,29.25,29475.0,5429.55,2472.6
Detached,DetachedD_36.txt,H1,hybrid_bidirectional,worst,297.788,7.84,27.0,29424.0,5785.42,2651.85
Detached,DetachedA_5.txt,H2,safe_unidirectional,best,372.615,3.43,10.125,12063.0,4136.07,1878.61
Semi-detached,Semi-detachedA_6.txt,H1,hybrid_bidirectional,best,212.753,4.97,15.075,17673.0,5510.94,2137.29
Semi-detached,Semi-detachedA_5.txt,H2,hybrid_bidirectional,worst,202.832,5.88,8.325,16344.0,4109.89,1985.03
Semi-detached,Semi-detachedD_23.txt,H2,safe_unidirectional,worst,400.279,5.32,18.9,20244.0,3992.63,1896.73
Semi-detached,Semi-detachedD_20.txt,H1,safe_unidirectional,best,400.667,4.13,22.05,19257.0,5566.08,2384.81
Detached,DetachedD_36.txt,H1,hybrid_bidirectional,best,232.247,4.97,16.425,18321.0,5755.71,2279.52
Detached,DetachedA_5.txt,H2,hybrid_bidirectional,worst,217.315,5.81,7.65,15873.0,4265.22,2022.82
Semi-detached,Semi-detachedD_3.txt,H1,safe_unidirectional,best,380.361,4.13,21.825,19149.0,5429.55,2318.51
Detached,DetachedD_2.txt,H1,safe_unidirectional,worst,448.143,7.42,29.025,29514.0,5640.77,2546.67
Semi-detached,Semi-detachedA_5.txt,H2,hybrid_bidirectional,best,194.269,3.57,1.575,8253.0,4151.1,2009.84
Semi-detached,Semi-detachedD_20.txt,H1,hybrid_bidirectional,worst,292.605,7.35,26.775,28287.0,5650.25,2591.7
Semi-detached,Semi-detachedA_6.txt,H2,safe_unidirectional,worst,400.266,5.25,20.475,20853.0,3948.44,1904.0
Detached,DetachedA_5.txt,H2,hybrid_bidirectional,best,208.92,3.57,1.125,8037.0,4311.8,2083.09
Semi-detached,Semi-detachedD_23.txt,H2,safe_unidirectional,best,368.718,3.08,12.15,12300.0,3992.63,1815.32
Semi-detached,Semi-detachedD_3.txt,H1,hybrid_bidirectional,worst,277.733,7.35,26.775,28287.0,5507.79,2534.74
Detached,DetachedD_2.txt,H1,safe_unidirectional,best,396.468,4.2,21.825,19296.0,5640.77,2390.12
Detached,DetachedD_36.txt,H2,safe_unidirectional,worst,430.517,5.74,20.475,21882.0,4193.5,2001.98
Semi-detached,Semi-detachedD_20.txt,H1,hybrid_bidirectional,best,233.117,4.62,18.225,18450.0,5634.75,2255.31
Semi-detached,Semi-detachedD_23.txt,H2,hybrid_bidirectional,worst,206.547,5.81,7.2,15657.0,4118.29,1973.99
Semi-detached,Semi-detachedA_29.txt,H1,safe_unidirectional,worst,424.487,7.42,28.125,29082.0,5439.52,2461.78
Semi-detached,Semi-detachedD_3.txt,H1,hybrid_bidirectional,best,225.996,4.62,18.0,18342.0,5487.48,2205.32
Semi-detached,Semi-detachedA_6.txt,H2,safe_unidirectional,best,357.615,3.15,11.25,12015.0,3948.44,1812.56
Detached,DetachedA_7.txt,H1,safe_unidirectional,worst,444.394,7.49,29.025,29661.0,5592.75,2519.37
Detached,DetachedD_2.txt,H1,hybrid_bidirectional,worst,290.15,7.56,26.775,28728.0,5727.46,2586.08
Semi-detached,Semi-detachedD_23.txt,H2,hybrid_bidirectional,best,191.913,3.43,1.8,8067.0,4153.38,1994.89
Detached,DetachedD_36.txt,H2,safe_unidirectional,best,386.931,3.36,11.7,12672.0,4193.5,1905.59
Semi-detached,Semi-detachedA_6.txt,H2,hybrid_bidirectional,worst,204.112,5.88,7.875,16128.0,4074.94,1948.34
Semi-detached,Semi-detachedA_29.txt,H1,safe_unidirectional,best,367.777,4.2,21.15,18972.0,5439.52,2261.03
Semi-detached,Semi-detachedD_20.txt,H2,safe_unidirectional,worst,423.475,5.39,19.8,20823.0,4061.17,1973.59
Detached,DetachedD_2.txt,H1,hybrid_bidirectional,best,223.0,5.18,15.525,18330.0,5703.66,2244.83
Detached,DetachedA_7.txt,H1,safe_unidirectional,best,394.191,4.06,22.5,19326.0,5592.75,2407.75
Semi-detached,Semi-detachedD_3.txt,H2,safe_unidirectional,worst,391.98,5.32,19.575,20568.0,3924.64,1879.05
Detached,DetachedD_36.txt,H2,hybrid_bidirectional,worst,225.986,6.3,8.325,17226.0,4321.07,2062.53
Semi-detached,Semi-detachedA_6.txt,H2,hybrid_bidirectional,best,189.367,3.36,1.8,7920.0,4111.01,1979.08
Semi-detached,Semi-detachedD_37.txt,H1,safe_unidirectional,worst,443.556,7.77,28.125,29817.0,5557.1,2508.5
Semi-detached,Semi-detachedA_29.txt,H1,hybrid_bidirectional,worst,283.093,7.56,25.65,28188.0,5514.9,2502.22
Detached,DetachedD_36.txt,H2,hybrid_bidirectional,best,212.027,3.57,2.025,8469.0,4362.37,2103.61
Semi-detached,Semi-detachedD_20.txt,H2,safe_unidirectional,best,393.042,3.15,12.825,12771.0,4061.17,1887.86
Detached,DetachedA_7.txt,H1,hybrid_bidirectional,worst,278.292,7.63,26.775,28875.0,5681.12,2560.52
Semi-detached,Semi-detachedA_29.txt,H1,hybrid_bidirectional,best,218.282,4.9,16.2,18066.0,5497.13,2144.13
Detached,DetachedD_2.txt,H2,safe_unidirectional,worst,421.569,5.32,19.8,20676.0,4135.86,1975.94
Semi-detached,Semi-detachedD_3.txt,H2,safe_unidirectional,best,354.743,3.15,12.825,12771.0,3924.64,1782.1
Semi-detached,Semi-detachedD_37.txt,H1,safe_unidirectional,best,384.781,4.2,21.375,19080.0,5557.1,2381.97
Semi-detached,Semi-detachedA_16.txt,H1,safe_unidirectional,worst,437.617,8.12,28.35,30660.0,5419.75,2450.06
Semi-detached,Semi-detachedD_20.txt,H2,hybrid_bidirectional,worst,221.677,5.67,9.225,16335.0,4197.02,2064.37
Detached,DetachedA_7.txt,H1,hybrid_bidirectional,best,216.35,4.83,17.325,18459.0,5660.11,2226.4
Semi-detached,Semi-detachedD_3.txt,H2,hybrid_bidirectional,worst,201.409,5.67,8.775,16119.0,4042.13,1955.86
Detached,DetachedD_22.txt,H1,safe_unidirectional,worst,422.975,7.49,27.675,29013.0,5471.18,2436.26
Detached,DetachedD_2.txt,H2,safe_unidirectional,best,385.865,3.22,12.15,12594.0,4135.86,1896.51
Semi-detached,Semi-detachedD_37.txt,H1,hybrid_bidirectional,worst,284.166,7.7,26.325,28806.0,5649.53,2575.81
Semi-detached,Semi-detachedD_20.txt,H2,hybrid_bidirectional,best,209.627,3.57,2.025,8469.0,4228.37,2065.34
Semi-detached,Semi-detachedA_29.txt,H2,safe_unidirectional,worst,396.275,5.18,20.475,20706.0,3934.6,1891.79
Semi-detached,Semi-detachedA_16.txt,H1,safe_unidirectional,best,383.741,4.2,21.825,19296.0,5419.75,2306.78
Semi-detached,Semi-detachedD_3.txt,H2,hybrid_bidirectional,best,187.421,3.57,1.8,8361.0,4080.73,1938.09
Detached,DetachedA_7.txt,H2,safe_unidirectional,worst,415.016,5.25,21.15,21177.0,4087.84,1945.93
Detached,DetachedD_2.txt,H2,hybrid_bidirectional,worst,216.176,5.81,9.0,16521.0,4278.39,2044.26
Semi-detached,Semi-detachedD_37.txt,H1,hybrid_bidirectional,best,218.129,4.97,16.2,18213.0,5626.32,2214.54
Detached,DetachedD_22.txt,H1,safe_unidirectional,best,375.687,3.99,21.825,18855.0,5471.18,2328.75
Semi-detached,Semi-detachedA_16.txt,H1,hybrid_bidirectional,worst,297.255,8.12,27.0,30012.0,5494.51,2504.97
Semi-detached,Semi-detachedA_0.txt,H1,safe_unidirectional,worst,395.635,7.49,27.9,29121.0,5276.7,2339.98
Semi-detached,Semi-detachedA_29.txt,H2,safe_unidirectional,best,360.586,3.22,11.7,12378.0,3934.6,1811.33
Detached,DetachedD_2.txt,H2,hybrid_bidirectional,best,201.67,3.57,1.8,8361.0,4319.46,2054.56
Semi-detached,Semi-detachedD_7.txt,H1,safe_unidirectional,worst,406.55,7.56,27.675,29160.0,5307.44,2378.25
Detached,DetachedD_22.txt,H1,hybrid_bidirectional,worst,279.423,7.49,26.1,28257.0,5549.12,2491.42
Detached,DetachedA_7.txt,H2,safe_unidirectional,best,373.411,3.36,11.7,12672.0,4087.84,1855.2
Semi-detached,Semi-detachedA_16.txt,H1,hybrid_bidirectional,best,239.365,4.69,18.225,18597.0,5479.94,2216.14
Semi-detached,Semi-detachedA_29.txt,H2,hybrid_bidirectional,worst,215.61,5.74,8.1,15942.0,4052.08,1954.68
Semi-detached,Semi-detachedD_37.txt,H2,safe_unidirectional,worst,415.311,5.53,20.25,21333.0,4052.19,1944.29
Semi-detached,Semi-detachedA_0.txt,H1,safe_unidirectional,best,361.384,3.92,21.6,18600.0,5276.7,2238.32
Detached,DetachedD_22.txt,H1,hybrid_bidirectional,best,224.412,4.62,17.1,17910.0,5526.28,2189.06
Detached,DetachedA_7.txt,H2,hybrid_bidirectional,worst,215.721,5.95,9.225,16923.0,4211.59,2015.14
Semi-detached,Semi-detachedD_7.txt,H1,safe_unidirectional,best,346.886,4.13,21.15,18825.0,5307.44,2195.03
Detached,DetachedD_21.txt,H1,safe_unidirectional,worst,445.622,7.91,29.025,30543.0,5561.19,2516.13
Semi-detached,Semi-detachedA_29.txt,H2,hybrid_bidirectional,best,200.412,3.5,1.575,8106.0,4091.22,1962.76
Semi-detached,Semi-detachedA_0.txt,H1,hybrid_bidirectional,worst,256.464,7.42,26.1,28110.0,5351.22,2405.77
Semi-detached,Semi-detachedA_16.txt,H2,safe_unidirectional,worst,406.337,5.74,21.375,22314.0,3914.83,1904.93
Semi-detached,Semi-detachedD_37.txt,H2,safe_unidirectional,best,373.093,3.36,11.925,12780.0,4052.19,1851.96
Detached,DetachedA_7.txt,H2,hybrid_bidirectional,best,203.277,3.64,1.8,8508.0,4255.89,2053.24
Semi-detached,Semi-detachedD_7.txt,H1,hybrid_bidirectional,worst,262.558,7.49,25.65,28041.0,5387.76,2441.75
Detached,DetachedD_21.txt,H1,safe_unidirectional,best,391.03,4.27,22.05,19551.0,5561.19,2349.13
Detached,DetachedD_22.txt,H2,safe_unidirectional,worst,401.971,5.11,20.025,20343.0,3966.27,1894.35
Semi-detached,Semi-detachedA_0.txt,H1,hybrid_bidirectional,best,204.194,4.76,16.2,17772.0,5331.91,2057.9
Semi-detached,Semi-detachedD_37.txt,H2,hybrid_bidirectional,worst,211.526,6.16,9.0,17256.0,4181.33,1987.39
Semi-detached,Semi-detachedA_15.txt,H1,safe_unidirectional,worst,413.325,7.42,28.35,29190.0,5360.21,2403.37
Semi-detached,Semi-detachedA_16.txt,H2,safe_unidirectional,best,360.916,3.5,12.375,13290.0,3914.83,1794.87
Semi-detached,Semi-detachedD_7.txt,H1,hybrid_bidirectional,best,204.85,4.55,17.325,17871.0,5365.01,2123.93
Detached,DetachedD_40.txt,H1,safe_unidirectional,worst,446.586,7.28,28.575,29004.0,5607.99,2512.59
Detached,DetachedD_21.txt,H1,hybrid_bidirectional,worst,290.599,7.7,27.225,29238.0,5647.93,2579.69
Semi-detached,Semi-detachedD_37.txt,H2,hybrid_bidirectional,best,195.712,3.64,1.8,8508.0,4219.34,2031.03
Detached,DetachedD_22.txt,H2,safe_unidirectional,best,368.758,3.01,12.15,12153.0,3966.27,1831.17
Semi-detached,Semi-detachedA_16.txt,H2,hybrid_bidirectional,worst,216.708,6.44,9.9,18276.0,4014.19,1930.47
Semi-detached,Semi-detachedA_15.txt,H1,safe_unidirectional,best,363.519,3.99,22.05,18963.0,5360.21,2251.32
Semi-detached,Semi-detachedA_0.txt,H2,safe_unidirectional,worst,373.4,5.18,20.25,20598.0,3771.79,1812.43
Detached,DetachedD_21.txt,H1,hybrid_bidirectional,best,227.277,4.83,17.325,18459.0,5628.09,2248.72
Detached,DetachedD_40.txt,H1,safe_unidirectional,best,398.546,4.06,21.825,19002.0,5607.99,2397.53
Semi-detached,Semi-detachedD_7.txt,H2,safe_unidirectional,worst,381.698,5.04,21.375,20844.0,3802.53,1837.44
Detached,DetachedD_22.txt,H2,hybrid_bidirectional,worst,209.989,5.53,9.225,16041.0,4096.07,1972.2
Semi-detached,Semi-detachedA_16.txt,H2,hybrid_bidirectional,best,206.062,3.71,1.8,8655.0,4050.12,1949.6
Semi-detached,Semi-detachedA_3.txt,H1,safe_unidirectional,worst,414.497,7.35,28.35,29043.0,5414.92,2451.53
Semi-detached,Semi-detachedA_15.txt,H1,hybrid_bidirectional,worst,275.871,7.42,26.55,28326.0,5433.78,2445.62
Semi-detached,Semi-detachedA_0.txt,H2,safe_unidirectional,best,330.969,3.01,12.15,12153.0,3771.79,1715.87
Detached,DetachedD_22.txt,H2,hybrid_bidirectional,best,193.411,3.43,1.8,8067.0,4134.99,1962.47
Detached,DetachedD_40.txt,H1,hybrid_bidirectional,worst,291.204,7.49,25.875,28149.0,5687.1,2546.02
Semi-detached,Semi-detachedD_7.txt,H2,safe_unidirectional,best,334.56,3.15,11.925,12339.0,3802.53,1718.71
Semi-detached,Semi-detachedA_15.txt,H1,hybrid_bidirectional,best,215.224,4.76,16.65,17988.0,5413.14,2095.43
Detached,DetachedD_21.txt,H2,safe_unidirectional,worst,419.644,5.6,21.6,22128.0,4056.28,1964.28
Semi-detached,Semi-detachedA_3.txt,H1,safe_unidirectional,best,370.513,3.99,22.05,18963.0,5414.92,2320.31
Semi-detached,Semi-detachedA_17.txt,H1,safe_unidirectional,worst,415.132,7.84,26.775,29316.0,5355.33,2398.67
Semi-detached,Semi-detachedA_0.txt,H2,hybrid_bidirectional,worst,191.682,5.81,8.775,16413.0,3886.09,1870.32
Detached,DetachedD_40.txt,H1,hybrid_bidirectional,best,228.837,4.76,16.65,17988.0,5674.65,2235.21
Semi-detached,Semi-detachedD_7.txt,H2,hybrid_bidirectional,worst,194.928,5.81,8.55,16305.0,3920.41,1884.67
Detached,DetachedA_2.txt,H1,safe_unidirectional,worst,430.667,7.7,28.35,29778.0,5586.35,2503.18
Semi-detached,Semi-detachedA_0.txt,H2,hybrid_bidirectional,best,178.174,3.43,1.575,7959.0,3921.21,1870.5
Semi-detached,Semi-detachedA_3.txt,H1,hybrid_bidirectional,worst,273.825,7.21,26.325,27777.0,5492.16,2522.89
Detached,DetachedD_21.txt,H2,safe_unidirectional,best,365.57,3.57,11.475,13005.0,4056.28,1825.04
Semi-detached,Semi-detachedA_17.txt,H1,safe_unidirectional,best,374.455,3.92,22.05,18816.0,5355.33,2313.24
Semi-detached,Semi-detachedA_15.txt,H2,safe_unidirectional,worst,385.261,5.25,20.25,20745.0,3855.3,1846.27
Semi-detached,Semi-detachedD_7.txt,H2,hybrid_bidirectional,best,182.384,3.5,1.35,7998.0,3961.56,1909.13
Detached,DetachedD_40.txt,H2,safe_unidirectional,worst,425.969,5.18,20.025,20490.0,4103.08,1983.04
Semi-detached,Semi-detachedA_3.txt,H1,hybrid_bidirectional,best,218.593,4.62,17.325,18018.0,5473.26,2164.89
Detached,DetachedD_21.txt,H2,hybrid_bidirectional,worst,218.92,6.3,9.0,17550.0,4186.31,2034.2
Detached,DetachedA_2.txt,H1,safe_unidirectional,best,382.174,4.13,21.825,19149.0,5586.35,2345.18
Semi-detached,Semi-detachedA_17.txt,H1,hybrid_bidirectional,worst,267.839,7.63,25.875,28443.0,5438.93,2467.09
Semi-detached,Semi-detachedA_10.txt,H1,safe_unidirectional,worst,423.97,7.7,27.9,29562.0,5385.06,2413.05
Semi-detached,Semi-detachedA_15.txt,H2,safe_unidirectional,best,342.998,3.22,11.925,12486.0,3855.3,1734.47
Detached,DetachedD_21.txt,H2,hybrid_bidirectional,best,201.234,3.57,2.25,8577.0,4216.03,2020.0
Semi-detached,Semi-detachedD_6.txt,H1,safe_unidirectional,worst,428.792,7.7,28.35,29778.0,5479.21,2460.42
Detached,DetachedA_2.txt,H1,hybrid_bidirectional,worst,279.728,7.7,25.875,28590.0,5669.15,2567.88
Detached,DetachedD_40.txt,H2,safe_unidirectional,best,383.04,3.15,11.925,12339.0,4103.08,1882.64
Semi-detached,Semi-detachedA_17.txt,H1,hybrid_bidirectional,best,212.219,4.69,16.875,17949.0,5419.07,2156.45
Semi-detached,Semi-detachedA_3.txt,H2,safe_unidirectional,worst,382.177,5.25,19.35,20313.0,3910.01,1870.0
Semi-detached,Semi-detachedA_15.txt,H2,hybrid_bidirectional,worst,207.093,5.81,8.775,16413.0,3965.61,1880.74
Semi-detached,Semi-detachedA_10.txt,H1,safe_unidirectional,best,369.984,4.06,21.375,18786.0,5385.06,2296.44
Detached,DetachedA_2.txt,H1,hybrid_bidirectional,best,220.78,4.83,16.65,18135.0,5651.72,2213.77
Semi-detached,Semi-detachedD_6.txt,H1,safe_unidirectional,best,386.238,4.06,21.825,19002.0,5479.21,2375.63
Detached,DetachedD_40.txt,H2,hybrid_bidirectional,worst,219.413,5.67,8.55,16011.0,4229.2,2020.58
Detached,DetachedD_35.txt,H1,safe_unidirectional,worst,460.549,8.05,29.25,30945.0,5655.79,2541.41
Semi-detached,Semi-detachedA_15.txt,H2,hybrid_bidirectional,best,192.699,3.57,1.35,8145.0,4012.21,1924.76
Semi-detached,Semi-detachedA_10.txt,H1,hybrid_bidirectional,worst,276.03,7.7,26.1,28698.0,5459.98,2448.19
Semi-detached,Semi-detachedA_3.txt,H2,safe_unidirectional,best,360.983,3.01,13.05,12585.0,3910.01,1802.34
Semi-detached,Semi-detachedA_17.txt,H2,safe_unidirectional,worst,385.065,5.39,20.025,20931.0,3850.41,1845.38
Detached,DetachedD_40.txt,H2,hybrid_bidirectional,best,204.066,3.5,1.8,8214.0,4269.47,2033.89
Semi-detached,Semi-detachedD_6.txt,H1,hybrid_bidirectional,worst,278.24,7.77,26.1,28845.0,5556.59,2503.92
Detached,DetachedD_35.txt,H1,safe_unidirectional,best,410.836,4.2,22.725,19728.0,5655.79,2415.09
Semi-detached,Semi-detachedA_10.txt,H1,hybrid_bidirectional,best,219.447,4.76,16.425,17880.0,5437.67,2150.02
Semi-detached,Semi-detachedA_3.txt,H2,hybrid_bidirectional,worst,213.022,5.53,8.55,15717.0,4007.84,1944.63
Detached,DetachedA_2.txt,H2,safe_unidirectional,worst,407.99,5.39,20.7,21255.0,4081.44,1960.74
Semi-detached,Semi-detachedA_14.txt,H1,safe_unidirectional,worst,416.451,7.49,28.125,29229.0,5418.55,2429.91
Semi-detached,Semi-detachedA_17.txt,H2,safe_unidirectional,best,349.431,3.15,12.375,12555.0,3850.41,1769.91
Semi-detached,Semi-detachedD_6.txt,H1,hybrid_bidirectional,best,219.725,4.76,17.1,18204.0,5536.23,2218.62
Detached,DetachedA_58.txt,H1,safe_unidirectional,worst,434.424,7.84,28.125,29964.0,5485.54,2459.25
Semi-detached,Semi-detachedA_3.txt,H2,hybrid_bidirectional,best,199.651,3.57,1.35,8145.0,4055.54,1952.1
Detached,DetachedD_35.txt,H1,hybrid_bidirectional,worst,295.301,8.05,26.55,29649.0,5745.56,2612.25
Semi-detached,Semi-detachedA_17.txt,H2,hybrid_bidirectional,worst,204.993,5.95,8.775,16707.0,3967.0,1920.69
Detached,DetachedA_2.txt,H2,safe_unidirectional,best,369.984,3.29,11.7,12525.0,4081.44,1871.82
Semi-detached,Semi-detachedA_14.txt,H1,safe_unidirectional,best,362.397,4.06,21.375,18786.0,5418.55,2268.48
Semi-detached,Semi-detachedA_10.txt,H2,safe_unidirectional,worst,393.514,5.39,20.025,20931.0,3880.14,1868.45
Detached,DetachedD_35.txt,H1,hybrid_bidirectional,best,238.852,4.9,17.775,18822.0,5724.14,2299.27
Detached,DetachedA_58.txt,H1,safe_unidirectional,best,386.733,4.2,21.825,19296.0,5485.54,2307.44
Semi-detached,Semi-detachedD_6.txt,H2,safe_unidirectional,worst,401.339,5.46,20.7,21402.0,3974.29,1910.1
Semi-detached,Semi-detachedA_17.txt,H2,hybrid_bidirectional,best,190.366,3.43,2.025,8175.0,3998.27,1952.03
Detached,DetachedA_2.txt,H2,hybrid_bidirectional,worst,210.916,5.95,8.325,16491.0,4217.38,2018.6
Semi-detached,Semi-detachedA_13.txt,H1,safe_unidirectional,worst,434.194,7.77,27.675,29601.0,5453.64,2463.57
Semi-detached,Semi-detachedA_14.txt,H1,hybrid_bidirectional,worst,269.151,7.35,26.775,28287.0,5503.61,2499.99
Semi-detached,Semi-detachedA_10.txt,H2,safe_unidirectional,best,347.831,3.22,11.7,12378.0,3880.14,1763.52
Detached,DetachedA_2.txt,H2,hybrid_bidirectional,best,196.417,3.57,1.575,8253.0,4260.02,2042.22
Detached,DetachedA_58.txt,H1,hybrid_bidirectional,worst,296.804,7.84,25.65,28776.0,5562.88,2524.77
Semi-detached,Semi-detachedD_6.txt,H2,safe_unidirectional,best,367.292,3.15,12.6,12663.0,3974.29,1835.74
Semi-detached,Semi-detachedA_14.txt,H1,hybrid_bidirectional,best,211.428,4.69,16.875,17949.0,5483.73,2152.9
Detached,DetachedD_35.txt,H2,safe_unidirectional,worst,439.658,5.53,22.05,22197.0,4150.88,2017.62
Semi-detached,Semi-detachedA_13.txt,H1,safe_unidirectional,best,387.126,4.06,22.05,19110.0,5453.64,2311.23
Semi-detached,Semi-detachedA_7.txt,H1,safe_unidirectional,worst,441.283,7.98,28.35,30366.0,5590.85,2508.47
Semi-detached,Semi-detachedA_10.txt,H2,hybrid_bidirectional,worst,216.223,5.95,8.775,16707.0,3994.99,1893.52
Detached,DetachedA_58.txt,H1,hybrid_bidirectional,best,234.143,4.9,17.1,18498.0,5543.44,2199.61
Semi-detached,Semi-detachedD_6.txt,H2,hybrid_bidirectional,worst,208.032,6.09,8.325,16785.0,4101.87,1945.55
Detached,DetachedA_49.txt,H1,safe_unidirectional,worst,432.633,7.77,27.675,29601.0,5529.35,2495.28
Semi-detached,Semi-detachedA_13.txt,H1,hybrid_bidirectional,worst,277.344,7.91,25.425,28815.0,5533.47,2497.87
Semi-detached,Semi-detachedA_10.txt,H2,hybrid_bidirectional,best,199.829,3.5,1.575,8106.0,4033.27,1940.95
Semi-detached,Semi-detachedA_7.txt,H1,safe_unidirectional,best,388.108,4.27,21.375,19227.0,5590.85,2346.57
Detached,DetachedD_35.txt,H2,safe_unidirectional,best,396.958,3.36,13.05,13320.0,4150.88,1896.23
Semi-detached,Semi-detachedA_14.txt,H2,safe_unidirectional,worst,387.161,5.25,19.8,20529.0,3913.64,1859.7
Semi-detached,Semi-detachedD_6.txt,H2,hybrid_bidirectional,best,195.695,3.57,1.575,8253.0,4138.71,1957.29
Semi-detached,Semi-detachedA_13.txt,H1,hybrid_bidirectional,best,221.998,4.9,16.425,18174.0,5517.07,2181.0
Detached,DetachedA_58.txt,H2,safe_unidirectional,worst,413.59,5.32,21.375,21432.0,3980.62,1926.58
Detached,DetachedA_49.txt,H1,safe_unidirectional,best,378.375,4.2,20.925,18864.0,5529.35,2339.64
Detached,DetachedD_35.txt,H2,hybrid_bidirectional,worst,218.963,6.44,9.0,17844.0,4277.22,2052.24
Semi-detached,Semi-detachedA_7.txt,H1,hybrid_bidirectional,worst,296.625,7.84,26.1,28992.0,5672.19,2588.19
Semi-detached,Semi-detachedA_38.txt,H1,safe_unidirectional,worst,425.738,7.49,28.8,29553.0,5457.18,2469.08
Semi-detached,Semi-detachedA_14.txt,H2,safe_unidirectional,best,348.322,3.08,12.15,12300.0,3913.64,1786.06
Semi-detached,Semi-detachedD_40.txt,H1,safe_unidirectional,worst,435.911,7.7,28.575,29886.0,5549.09,2490.58
Detached,DetachedD_35.txt,H2,hybrid_bidirectional,best,205.457,3.78,1.8,8802.0,4320.43,2079.77
Detached,DetachedA_49.txt,H1,hybrid_bidirectional,worst,271.265,7.91,25.2,28707.0,5611.37,2535.06
Semi-detached,Semi-detachedA_7.txt,H1,hybrid_bidirectional,best,244.652,4.62,17.55,18126.0,5652.62,2296.73
Detached,DetachedA_58.txt,H2,safe_unidirectional,best,371.662,3.15,13.275,12987.0,3980.62,1814.93
Semi-detached,Semi-detachedA_13.txt,H2,safe_unidirectional,worst,406.4,5.6,20.25,21480.0,3948.73,1910.4
Semi-detached,Semi-detachedA_14.txt,H2,hybrid_bidirectional,worst,199.912,5.74,8.55,16158.0,4040.97,1930.01
Semi-detached,Semi-detachedA_38.txt,H1,safe_unidirectional,best,362.576,4.2,20.7,18756.0,5457.18,2253.37
Semi-detached,Semi-detachedD_40.txt,H1,safe_unidirectional,best,393.901,4.13,22.05,19257.0,5549.09,2373.9
Detached,DetachedA_49.txt,H1,hybrid_bidirectional,best,212.272,4.9,15.975,17958.0,5591.86,2201.01
Detached,DetachedA_58.txt,H2,hybrid_bidirectional,worst,218.481,6.16,8.1,16824.0,4095.63,1983.47
Detached,DetachedD_23.txt,H1,safe_unidirectional,worst,454.392,8.05,28.35,30513.0,5689.59,2561.07
Semi-detached,Semi-detachedA_14.txt,H2,hybrid_bidirectional,best,188.06,3.5,1.575,8106.0,4083.78,1968.93
Semi-detached,Semi-detachedA_13.txt,H2,safe_unidirectional,best,367.457,3.22,12.375,12702.0,3948.73,1807.85
Semi-detached,Semi-detachedA_38.txt,H1,hybrid_bidirectional,worst,282.344,7.63,26.1,28551.0,5531.6,2508.29
Semi-detached,Semi-detachedA_7.txt,H2,safe_unidirectional,worst,421.183,5.39,21.15,21471.0,4085.94,1987.33
Detached,DetachedA_58.txt,H2,hybrid_bidirectional,best,196.241,3.57,2.25,8577.0,4131.5,1953.82
Semi-detached,Semi-detachedD_40.txt,H1,hybrid_bidirectional,worst,283.752,7.7,26.55,28914.0,5631.05,2546.92
Semi-detached,Semi-detachedA_13.txt,H2,hybrid_bidirectional,worst,206.912,6.16,8.325,16932.0,4068.58,1958.55
Semi-detached,Semi-detachedA_38.txt,H1,hybrid_bidirectional,best,221.182,4.69,16.65,17841.0,5511.89,2150.98
Detached,DetachedD_23.txt,H1,safe_unidirectional,best,407.737,4.27,22.05,19551.0,5689.59,2414.0
Detached,DetachedA_49.txt,H2,safe_unidirectional,worst,401.178,5.39,20.025,20931.0,4024.43,1920.59
Semi-detached,Semi-detachedA_28.txt,H1,safe_unidirectional,worst,428.209,7.49,28.125,29229.0,5434.75,2457.65
Semi-detached,Semi-detachedD_40.txt,H1,hybrid_bidirectional,best,232.655,4.62,18.0,18342.0,5610.26,2268.4
