Archetype,House number,CAH Type,Operation,Solar,Grid Import,Total Load,Total Cost
Detached,1,H3,hybrid_bidirectional,best,1142.914686,3248.204579,108.661932
Detached,1,H1,safe_unidirectional,worst,4777.627196,5499.836432,785.190111
Detached,1,H1,safe_unidirectional,best,4562.962703,5499.836432,716.094504
Detached,1,H1,hybrid_bidirectional,worst,4570.336367,5670.131627,476.423702
Detached,1,H1,hybrid_bidirectional,best,4140.862118,5665.410873,402.59586
Detached,1,H2,safe_unidirectional,worst,3266.669723,3994.923099,679.423087
Detached,1,H2,safe_unidirectional,best,3056.483531,3994.923099,610.640962
Detached,1,H2,hybrid_bidirectional,worst,2640.959154,4204.044154,270.659663
Detached,1,H2,hybrid_bidirectional,best,2031.93333,4198.492282,204.517752
Detached,1,H3,safe_unidirectional,worst,2299.716783,3030.703099,611.736382
Detached,1,H3,safe_unidirectional,best,2081.078155,3030.703099,542.362586
Detached,1,H3,hybrid_bidirectional,worst,1659.586248,3264.565024,154.490371
Detached,1,H3,hybrid_bidirectional,best,1110.15479,3251.715406,105.545169
Detached,1,H1,safe_unidirectional,worst,4919.489904,5630.608832,836.713907
Detached,1,H1,safe_unidirectional,best,4688.009179,5630.608832,762.137027
Detached,1,H1,hybrid_bidirectional,worst,4710.761301,5812.225999,505.505886
Detached,1,H1,hybrid_bidirectional,best,4247.3123,5806.105595,428.693367
Detached,1,H2,safe_unidirectional,worst,3409.382015,4125.695499,731.006354
Detached,1,H2,safe_unidirectional,best,3184.946415,4125.695499,656.922634
Detached,1,H2,hybrid_bidirectional,worst,2787.770586,4353.971239,285.720883
Detached,1,H2,hybrid_bidirectional,best,2121.147294,4346.299631,213.303902
Detached,1,H3,safe_unidirectional,worst,2443.047431,3161.475499,663.362933
Detached,1,H3,safe_unidirectional,best,2207.797554,3161.475499,588.522214
Detached,1,H3,hybrid_bidirectional,worst,1860.500748,3408.416183,184.017428
Detached,1,H3,hybrid_bidirectional,best,1295.417609,3396.912651,126.641986
Detached,1,H1,safe_unidirectional,worst,4865.59142,5558.955832,803.342362
Detached,1,H1,safe_unidirectional,best,4622.205262,5558.955832,724.701567
Detached,1,H1,hybrid_bidirectional,worst,4648.829563,5739.138241,485.870226
Detached,1,H1,hybrid_bidirectional,best,4218.643498,5732.494898,408.51228
Detached,1,H2,safe_unidirectional,worst,3346.481439,4054.042499,697.004663
Detached,1,H2,safe_unidirectional,best,3111.710336,4054.042499,618.966923
Detached,1,H2,hybrid_bidirectional,worst,2745.977835,4277.696545,285.239497
Detached,1,H2,hybrid_bidirectional,best,2125.751714,4268.004487,211.810684
Detached,1,H3,safe_unidirectional,worst,2384.932999,3089.822499,629.696272
Detached,1,H3,safe_unidirectional,best,2137.150247,3089.822499,550.747716
Detached,1,H3,hybrid_bidirectional,worst,1772.021748,3339.255037,168.279723
Detached,1,H3,hybrid_bidirectional,best,1179.04852,3321.952679,111.772326
Detached,1,H1,safe_unidirectional,worst,4818.336636,5503.549532,799.66147
Detached,1,H1,safe_unidirectional,best,4582.954978,5503.549532,723.067728
Detached,1,H1,hybrid_bidirectional,worst,4591.751799,5670.930726,490.887229
Detached,1,H1,hybrid_bidirectional,best,4135.277758,5664.537236,412.822649
Detached,1,H2,safe_unidirectional,worst,3305.504251,3998.636199,693.763203
Detached,1,H2,safe_unidirectional,best,3073.888784,3998.636199,617.433095
Detached,1,H2,hybrid_bidirectional,worst,2695.949112,4210.297529,269.214763
Detached,1,H2,hybrid_bidirectional,best,2044.043958,4202.418292,197.677944
Detached,1,H3,safe_unidirectional,worst,2339.532315,3034.416199,626.145168
Detached,1,H3,safe_unidirectional,best,2098.916834,3034.416199,549.185058
Detached,1,H3,hybrid_bidirectional,worst,1737.403573,3267.171013,161.64478
Detached,1,H3,hybrid_bidirectional,best,1150.221046,3252.421572,107.488506
Detached,1,H1,safe_unidirectional,worst,4723.062852,5422.746332,770.290846
Detached,1,H1,safe_unidirectional,best,4499.059275,5422.746332,698.193014
Detached,1,H1,hybrid_bidirectional,worst,4480.880121,5584.735288,466.856048
Detached,1,H1,hybrid_bidirectional,best,4061.108496,5579.243779,393.171917
Detached,1,H2,safe_unidirectional,worst,3207.982471,3917.832999,664.23522
Detached,1,H2,safe_unidirectional,best,2989.709147,3917.832999,592.538505
Detached,1,H2,hybrid_bidirectional,worst,2560.299022,4117.887615,266.159081
Detached,1,H2,hybrid_bidirectional,best,1962.588132,4109.693109,198.574127
Detached,1,H3,safe_unidirectional,worst,2246.397927,2953.612999,596.924302
Detached,1,H3,safe_unidirectional,best,2016.34561,2953.612999,524.403057
Detached,1,H3,hybrid_bidirectional,worst,1607.576264,3178.99794,149.997746
Detached,1,H3,hybrid_bidirectional,best,1081.869125,3164.430666,100.04384
Detached,1,H1,safe_unidirectional,worst,4875.956776,5591.727632,809.389547
Detached,1,H1,safe_unidirectional,best,4640.678143,5591.727632,733.108992
Detached,1,H1,hybrid_bidirectional,worst,4652.846131,5768.762435,495.476796
Detached,1,H1,hybrid_bidirectional,best,4224.574657,5763.839084,416.448293
Detached,1,H2,safe_unidirectional,worst,3362.701815,4086.814299,703.4617
Detached,1,H2,safe_unidirectional,best,3135.55502,4086.814299,627.750373
Detached,1,H2,hybrid_bidirectional,worst,2728.334135,4303.808266,283.768627
Detached,1,H2,hybrid_bidirectional,best,2113.069008,4298.981032,209.125453
Detached,1,H3,safe_unidirectional,worst,2397.985787,3122.594299,635.931578
Detached,1,H3,safe_unidirectional,best,2156.923435,3122.594299,559.246162
Detached,1,H3,hybrid_bidirectional,worst,1734.272858,3365.821509,164.10337
Detached,1,H3,hybrid_bidirectional,best,1160.422156,3351.469126,110.684778
Detached,1,H1,safe_unidirectional,worst,4753.27268,5420.994032,780.849579
Detached,1,H1,safe_unidirectional,best,4518.497767,5420.994032,704.249279
Detached,1,H1,hybrid_bidirectional,worst,4552.88957,5579.140182,488.535965
Detached,1,H1,hybrid_bidirectional,best,4098.763015,5572.216551,410.885283
Detached,1,H2,safe_unidirectional,worst,3237.368795,3916.080699,674.736307
Detached,1,H2,safe_unidirectional,best,3008.924495,3916.080699,598.57915
Detached,1,H2,hybrid_bidirectional,worst,2602.703908,4097.652899,265.718023
Detached,1,H2,hybrid_bidirectional,best,1973.544218,4088.255975,196.518254
Detached,1,H3,safe_unidirectional,worst,2273.518583,2951.860699,607.266793
Detached,1,H3,safe_unidirectional,best,2033.749747,2951.860699,530.316918
Detached,1,H3,hybrid_bidirectional,worst,1675.902077,3150.924968,167.143208
Detached,1,H3,hybrid_bidirectional,best,1102.244184,3137.492259,109.563957
Detached,1,H1,safe_unidirectional,worst,4968.75988,5695.085732,843.083828
Detached,1,H1,safe_unidirectional,best,4718.326507,5695.085732,761.114467
Detached,1,H1,hybrid_bidirectional,worst,4753.830239,5876.674673,508.771102
Detached,1,H1,hybrid_bidirectional,best,4281.851668,5870.196437,425.736382
Detached,1,H2,safe_unidirectional,worst,3453.618179,4190.172399,737.023909
Detached,1,H2,safe_unidirectional,best,3210.581616,4190.172399,655.572325
Detached,1,H2,hybrid_bidirectional,worst,2801.70834,4412.130454,301.700644
Detached,1,H2,hybrid_bidirectional,best,2159.861717,4405.678682,223.578589
Detached,1,H3,safe_unidirectional,worst,2488.691275,3225.952399,669.479025
Detached,1,H3,safe_unidirectional,best,2232.91743,3225.952399,587.135832
Detached,1,H3,hybrid_bidirectional,worst,1848.333785,3475.883308,180.990724
Detached,1,H3,hybrid_bidirectional,best,1269.322667,3461.626461,122.21806
Detached,1,H1,safe_unidirectional,worst,4845.441644,5521.201032,809.793064
Detached,1,H1,safe_unidirectional,best,4591.559871,5521.201032,726.989665
Detached,1,H1,hybrid_bidirectional,worst,4621.877282,5691.81463,494.500913
Detached,1,H1,hybrid_bidirectional,best,4147.705027,5686.436293,408.828852
Detached,1,H2,safe_unidirectional,worst,3330.611103,4016.287699,703.754926
Detached,1,H2,safe_unidirectional,best,3082.754116,4016.287699,621.373262
Detached,1,H2,hybrid_bidirectional,worst,2695.258616,4219.131488,290.247577
Detached,1,H2,hybrid_bidirectional,best,2081.319576,4213.89357,214.061885
Detached,1,H3,safe_unidirectional,worst,2368.267007,3052.067699,636.39084
Detached,1,H3,safe_unidirectional,best,2112.089174,3052.067699,553.426716
Detached,1,H3,hybrid_bidirectional,worst,1753.1596,3279.486613,177.442305
Detached,1,H3,hybrid_bidirectional,best,1209.980626,3264.342593,122.620898
Detached,1,H1,safe_unidirectional,worst,4737.37308,5388.142432,766.312634
Detached,1,H1,safe_unidirectional,best,4517.171107,5388.142432,695.13906
Detached,1,H1,hybrid_bidirectional,worst,4506.372261,5546.95461,476.019237
Detached,1,H1,hybrid_bidirectional,best,4063.004825,5541.956953,401.881753
Detached,1,H2,safe_unidirectional,worst,3223.008303,3883.229099,660.307099
Detached,1,H2,safe_unidirectional,best,3008.617679,3883.229099,589.54032
Detached,1,H2,hybrid_bidirectional,worst,2589.144169,4078.063772,272.994538
Detached,1,H2,hybrid_bidirectional,best,2016.459288,4072.746073,205.068696
Detached,1,H3,safe_unidirectional,worst,2256.148519,2919.009099,592.626914
Detached,1,H3,safe_unidirectional,best,2029.895055,2919.009099,521.029737
Detached,1,H3,hybrid_bidirectional,worst,1620.112955,3135.642731,161.291978
Detached,1,H3,hybrid_bidirectional,best,1113.285182,3125.140788,108.826505
Detached,1,H1,safe_unidirectional,worst,4846.0066,5565.623132,810.568064
Detached,1,H1,safe_unidirectional,best,4579.235807,5565.623132,723.132623
Detached,1,H1,hybrid_bidirectional,worst,4602.942284,5732.738468,498.942123
Detached,1,H1,hybrid_bidirectional,best,4144.213818,5726.601764,411.210277
Detached,1,H2,safe_unidirectional,worst,3331.176111,4060.709799,704.52993
Detached,1,H2,safe_unidirectional,best,3071.917608,4060.709799,617.620349
Detached,1,H2,hybrid_bidirectional,worst,2722.806245,4266.092807,296.994559
Detached,1,H2,hybrid_bidirectional,best,2075.4284,4257.434792,216.130018
Detached,1,H3,safe_unidirectional,worst,2366.902511,3096.489799,637.030778
Detached,1,H3,safe_unidirectional,best,2097.523942,3096.489799,549.412793
Detached,1,H3,hybrid_bidirectional,worst,1751.45469,3328.552477,177.413425
Detached,1,H3,hybrid_bidirectional,best,1154.720082,3309.296288,120.845916
