Archetype,CAH Type,Operation,Solar,CAPEX,OPEX Savings
Semi-detached,H2,safe_unidirectional,best,12771.0,1239.9634
Semi-detached,H1,safe_unidirectional,best,19080.0,1969.8454000000002
Semi-detached,H1,safe_unidirectional,worst,30660.0,1917.0094000000001
Semi-detached,H2,hybrid_bidirectional,worst,16335.0,1373.0294000000001
Detached,H1,hybrid_bidirectional,best,18459.0,2185.6398000000004
Semi-detached,H2,hybrid_bidirectional,worst,16119.0,1393.2974
Detached,H1,safe_unidirectional,worst,29013.0,1979.0148000000004
Detached,H2,safe_unidirectional,best,12594.0,1256.2048
Semi-detached,H1,hybrid_bidirectional,worst,28806.0,2070.4604
Semi-detached,H2,hybrid_bidirectional,best,8469.0,1385.0794
Semi-detached,H2,safe_unidirectional,worst,20706.0,1198.4314
Semi-detached,H1,safe_unidirectional,best,19296.0,1970.8854000000001
Semi-detached,H2,hybrid_bidirectional,best,8361.0,1407.2854
Detached,H2,safe_unidirectional,worst,21177.0,1227.0538
Detached,H2,hybrid_bidirectional,worst,16521.0,1425.8938
Semi-detached,H1,hybrid_bidirectional,best,18213.0,2136.4974
Detached,H1,safe_unidirectional,best,18855.0,2026.3028000000004
Semi-detached,H1,hybrid_bidirectional,worst,30012.0,2057.3714
Semi-detached,H1,safe_unidirectional,worst,29121.0,1958.9914
Semi-detached,H2,safe_unidirectional,best,12378.0,1234.1204
Detached,H2,hybrid_bidirectional,best,8361.0,1440.3998
Semi-detached,H1,safe_unidirectional,worst,29160.0,1948.0764000000001
Detached,H1,hybrid_bidirectional,worst,28257.0,2122.5668000000005
Detached,H2,safe_unidirectional,best,12672.0,1268.6588
Semi-detached,H1,hybrid_bidirectional,best,18597.0,2115.2614000000003
Semi-detached,H2,hybrid_bidirectional,worst,15942.0,1379.0964
Semi-detached,H2,safe_unidirectional,worst,21333.0,1179.3954
Semi-detached,H1,safe_unidirectional,best,18600.0,1993.2424
Detached,H1,hybrid_bidirectional,best,17910.0,2177.5778000000005
Detached,H2,hybrid_bidirectional,worst,16923.0,1426.3488
Semi-detached,H1,safe_unidirectional,best,18825.0,2007.7404000000001
Detached,H1,safe_unidirectional,worst,30543.0,1956.3678000000002
Semi-detached,H2,hybrid_bidirectional,best,8106.0,1394.2944
Semi-detached,H1,hybrid_bidirectional,worst,28110.0,2098.1624
Semi-detached,H2,safe_unidirectional,worst,22314.0,1188.3694
Semi-detached,H2,safe_unidirectional,best,12780.0,1221.6134
Detached,H2,hybrid_bidirectional,best,8508.0,1438.7928
Semi-detached,H1,hybrid_bidirectional,worst,28041.0,2092.0684
Detached,H1,safe_unidirectional,best,19551.0,2010.9598000000003
Detached,H2,safe_unidirectional,worst,20343.0,1240.0988
Semi-detached,H1,hybrid_bidirectional,best,17772.0,2150.4324
Semi-detached,H2,hybrid_bidirectional,worst,17256.0,1383.1804
Semi-detached,H1,safe_unidirectional,worst,29190.0,1941.3014
Semi-detached,H2,safe_unidirectional,best,13290.0,1233.7904
Semi-detached,H1,hybrid_bidirectional,best,17871.0,2149.7764
Detached,H1,safe_unidirectional,worst,29004.0,1955.4038000000003
Detached,H1,hybrid_bidirectional,worst,29238.0,2111.3908
Semi-detached,H2,hybrid_bidirectional,best,8508.0,1398.9944
Detached,H2,safe_unidirectional,best,12153.0,1273.3118
Semi-detached,H2,hybrid_bidirectional,worst,18276.0,1377.9984
Semi-detached,H1,safe_unidirectional,best,18963.0,1991.1074
Semi-detached,H2,safe_unidirectional,worst,20598.0,1221.3064
Detached,H1,hybrid_bidirectional,best,18459.0,2174.7128000000002
Detached,H1,safe_unidirectional,best,19002.0,2003.4438000000002
Semi-detached,H2,safe_unidirectional,worst,20844.0,1213.0084000000002
Detached,H2,hybrid_bidirectional,worst,16041.0,1432.0808
Semi-detached,H2,hybrid_bidirectional,best,8655.0,1388.6444000000001
Semi-detached,H1,safe_unidirectional,worst,29043.0,1940.1294
Semi-detached,H1,hybrid_bidirectional,worst,28326.0,2078.7554
Semi-detached,H2,safe_unidirectional,best,12153.0,1263.7374
Detached,H2,hybrid_bidirectional,best,8067.0,1448.6588
Detached,H1,hybrid_bidirectional,worst,28149.0,2110.7858
Semi-detached,H2,safe_unidirectional,best,12339.0,1260.1464
Semi-detached,H1,hybrid_bidirectional,best,17988.0,2139.4024
Detached,H2,safe_unidirectional,worst,22128.0,1222.4258
Semi-detached,H1,safe_unidirectional,best,18963.0,1984.1134000000002
Semi-detached,H1,safe_unidirectional,worst,29316.0,1939.4944
Semi-detached,H2,hybrid_bidirectional,worst,16413.0,1403.0244
Detached,H1,hybrid_bidirectional,best,17988.0,2173.1528000000003
Semi-detached,H2,hybrid_bidirectional,worst,16305.0,1399.7784000000001
Detached,H1,safe_unidirectional,worst,29778.0,1971.3228000000004
Semi-detached,H2,hybrid_bidirectional,best,7959.0,1416.5324
Semi-detached,H1,hybrid_bidirectional,worst,27777.0,2080.8014000000003
Detached,H2,safe_unidirectional,best,13005.0,1276.4998
Semi-detached,H1,safe_unidirectional,best,18816.0,1980.1714000000002
Semi-detached,H2,safe_unidirectional,worst,20745.0,1209.4454
Semi-detached,H2,hybrid_bidirectional,best,7998.0,1412.3224
Detached,H2,safe_unidirectional,worst,20490.0,1216.1008
Semi-detached,H1,hybrid_bidirectional,best,18018.0,2136.0334000000003
Detached,H2,hybrid_bidirectional,worst,17550.0,1423.1498
Detached,H1,safe_unidirectional,best,19149.0,2019.8158000000003
Semi-detached,H1,hybrid_bidirectional,worst,28443.0,2086.7874
Semi-detached,H1,safe_unidirectional,worst,29562.0,1930.6564
Semi-detached,H2,safe_unidirectional,best,12486.0,1251.7084
Detached,H2,hybrid_bidirectional,best,8577.0,1440.8358
Semi-detached,H1,safe_unidirectional,worst,29778.0,1925.8344000000002
Detached,H1,hybrid_bidirectional,worst,28590.0,2122.2618
Detached,H2,safe_unidirectional,best,12339.0,1259.0298
Semi-detached,H1,hybrid_bidirectional,best,17949.0,2142.4074
Semi-detached,H2,safe_unidirectional,worst,20313.0,1212.5294
Semi-detached,H2,hybrid_bidirectional,worst,16413.0,1387.6134
Semi-detached,H1,safe_unidirectional,best,18786.0,1984.6424000000002
Detached,H1,hybrid_bidirectional,best,18135.0,2181.2098
Semi-detached,H1,safe_unidirectional,best,19002.0,1968.3884
Detached,H2,hybrid_bidirectional,worst,16011.0,1422.6568
Detached,H1,safe_unidirectional,worst,30945.0,1941.4408000000003
Semi-detached,H2,hybrid_bidirectional,best,8145.0,1402.0074
Semi-detached,H1,hybrid_bidirectional,worst,28698.0,2078.5964000000004
Semi-detached,H2,safe_unidirectional,best,12585.0,1233.7234
Semi-detached,H2,safe_unidirectional,worst,20931.0,1209.6414
Detached,H2,hybrid_bidirectional,best,8214.0,1438.0038
Semi-detached,H1,hybrid_bidirectional,worst,28845.0,2076.3864000000003
Detached,H1,safe_unidirectional,best,19728.0,1991.1538000000003
Semi-detached,H1,hybrid_bidirectional,best,17880.0,2135.1794
Semi-detached,H2,hybrid_bidirectional,worst,15717.0,1381.6844
Detached,H2,safe_unidirectional,worst,21255.0,1234.0798
Semi-detached,H1,safe_unidirectional,worst,29229.0,1938.1754
Semi-detached,H2,safe_unidirectional,best,12555.0,1245.2754
Semi-detached,H1,hybrid_bidirectional,best,18204.0,2134.9014
Detached,H1,safe_unidirectional,worst,29964.0,1967.5658000000003
Semi-detached,H2,hybrid_bidirectional,best,8145.0,1395.0554
Detached,H1,hybrid_bidirectional,worst,29649.0,2106.6888000000004
Semi-detached,H2,hybrid_bidirectional,worst,16707.0,1389.7134
Detached,H2,safe_unidirectional,best,12525.0,1272.0858
Semi-detached,H1,safe_unidirectional,best,18786.0,1992.2294000000002
Semi-detached,H2,safe_unidirectional,worst,20931.0,1201.1924
Detached,H1,hybrid_bidirectional,best,18822.0,2163.1378000000004
Detached,H1,safe_unidirectional,best,19296.0,2015.2568000000003
Semi-detached,H2,safe_unidirectional,worst,21402.0,1193.3674
Semi-detached,H2,hybrid_bidirectional,best,8175.0,1404.3404
Detached,H2,hybrid_bidirectional,worst,16491.0,1431.1538
Semi-detached,H1,safe_unidirectional,worst,29601.0,1920.4324000000001
Semi-detached,H1,hybrid_bidirectional,worst,28287.0,2085.4754000000003
Semi-detached,H2,safe_unidirectional,best,12378.0,1246.8754
Detached,H2,hybrid_bidirectional,best,8253.0,1445.6528
Detached,H1,hybrid_bidirectional,worst,28776.0,2105.1858
Semi-detached,H2,safe_unidirectional,best,12663.0,1227.4144000000001
Semi-detached,H1,hybrid_bidirectional,best,17949.0,2143.1984
Detached,H2,safe_unidirectional,worst,22197.0,1202.4117999999999
Semi-detached,H1,safe_unidirectional,best,19110.0,1967.5004000000001
Semi-detached,H1,safe_unidirectional,worst,30366.0,1913.3434000000002
Semi-detached,H2,hybrid_bidirectional,worst,16707.0,1378.4834
Detached,H1,hybrid_bidirectional,best,18498.0,2167.8468000000003
Semi-detached,H2,hybrid_bidirectional,worst,16785.0,1386.6744
Detached,H1,safe_unidirectional,worst,29601.0,1969.3568000000002
Semi-detached,H1,hybrid_bidirectional,worst,28815.0,2077.2824
Semi-detached,H2,hybrid_bidirectional,best,8106.0,1394.8774
Semi-detached,H1,safe_unidirectional,best,19227.0,1966.5184000000002
Detached,H2,safe_unidirectional,best,13320.0,1245.1118
Semi-detached,H2,safe_unidirectional,worst,20529.0,1207.5454
Semi-detached,H2,hybrid_bidirectional,best,8253.0,1399.0114
Semi-detached,H1,hybrid_bidirectional,best,18174.0,2132.6284
Detached,H2,safe_unidirectional,worst,21432.0,1228.4798
Detached,H1,safe_unidirectional,best,18864.0,2023.6148000000003
Detached,H2,hybrid_bidirectional,worst,17844.0,1423.1068
Semi-detached,H1,hybrid_bidirectional,worst,28992.0,2058.0014
Semi-detached,H1,safe_unidirectional,worst,29553.0,1928.8884
Semi-detached,H2,safe_unidirectional,best,12300.0,1246.3844
Semi-detached,H1,safe_unidirectional,worst,29886.0,1918.7154
Detached,H2,hybrid_bidirectional,best,8802.0,1436.6127999999999
Detached,H1,hybrid_bidirectional,worst,28707.0,2130.7248000000004
Semi-detached,H1,hybrid_bidirectional,best,18126.0,2109.9744
Detached,H2,safe_unidirectional,best,12987.0,1270.4078
Semi-detached,H2,safe_unidirectional,worst,21480.0,1188.3064
Semi-detached,H2,hybrid_bidirectional,worst,16158.0,1394.7944
Semi-detached,H1,safe_unidirectional,best,18756.0,1992.0504
Semi-detached,H1,safe_unidirectional,best,19257.0,1960.7254
Detached,H1,hybrid_bidirectional,best,17958.0,2189.7178000000004
Detached,H2,hybrid_bidirectional,worst,16824.0,1423.5888
Detached,H1,safe_unidirectional,worst,30513.0,1947.5978000000002
Semi-detached,H2,hybrid_bidirectional,best,8106.0,1406.6464
Semi-detached,H2,safe_unidirectional,best,12702.0,1227.2494000000002
Semi-detached,H1,hybrid_bidirectional,worst,28551.0,2072.2824
Semi-detached,H2,safe_unidirectional,worst,21471.0,1173.5234
Detached,H2,hybrid_bidirectional,best,8577.0,1445.8288
Semi-detached,H1,hybrid_bidirectional,worst,28914.0,2070.8744
Semi-detached,H2,hybrid_bidirectional,worst,16932.0,1387.7944
Semi-detached,H1,hybrid_bidirectional,best,17841.0,2133.4444000000003
Detached,H1,safe_unidirectional,best,19551.0,1994.2528000000002
Detached,H2,safe_unidirectional,worst,20931.0,1240.8917999999999
Semi-detached,H1,safe_unidirectional,worst,29229.0,1926.4174
Semi-detached,H1,hybrid_bidirectional,best,18342.0,2121.9714
Semi-detached,H2,safe_unidirectional,best,12456.0,1223.6034
Semi-detached,H2,hybrid_bidirectional,best,8322.0,1397.9674
Detached,H1,safe_unidirectional,worst,29268.0,1966.7528000000002
Detached,H1,hybrid_bidirectional,worst,29757.0,2105.1778000000004
Semi-detached,H2,hybrid_bidirectional,worst,17001.0,1358.3404
Detached,H2,safe_unidirectional,best,12447.0,1277.5608
Semi-detached,H1,safe_unidirectional,best,18825.0,1980.8894
Semi-detached,H2,safe_unidirectional,worst,20823.0,1196.7424
Detached,H1,hybrid_bidirectional,best,18861.0,2166.2268000000004
Semi-detached,H2,safe_unidirectional,worst,21216.0,1181.4034000000001
Detached,H1,safe_unidirectional,best,18894.0,2019.4798000000003
Semi-detached,H1,safe_unidirectional,worst,29151.0,1940.7724
Semi-detached,H2,hybrid_bidirectional,best,8253.0,1375.3574
Detached,H2,hybrid_bidirectional,worst,16569.0,1438.6828
Semi-detached,H1,hybrid_bidirectional,worst,28218.0,2076.2084
Semi-detached,H2,safe_unidirectional,best,12240.0,1245.6804
Detached,H1,hybrid_bidirectional,worst,28296.0,2115.4408000000003
Detached,H2,hybrid_bidirectional,best,8145.0,1445.2828
Semi-detached,H2,safe_unidirectional,best,12741.0,1223.5434
Semi-detached,H1,safe_unidirectional,best,18855.0,1982.5354000000002
Semi-detached,H1,hybrid_bidirectional,best,17958.0,2135.4534000000003
Detached,H2,safe_unidirectional,worst,21882.0,1210.2638
Semi-detached,H1,safe_unidirectional,worst,29082.0,1932.7644
Semi-detached,H2,hybrid_bidirectional,worst,16314.0,1382.4624000000001
Detached,H1,hybrid_bidirectional,best,17940.0,2170.3618
Semi-detached,H2,hybrid_bidirectional,worst,16707.0,1381.4114
Semi-detached,H1,hybrid_bidirectional,worst,28101.0,2083.7104
Semi-detached,H2,hybrid_bidirectional,best,7920.0,1396.7274
Detached,H1,safe_unidirectional,worst,30357.0,1958.9028000000003
Semi-detached,H1,safe_unidirectional,best,18894.0,1983.9064
Detached,H2,safe_unidirectional,best,13359.0,1252.6428
Semi-detached,H2,safe_unidirectional,worst,20382.0,1196.4164
Semi-detached,H2,hybrid_bidirectional,best,8361.0,1393.6504
Semi-detached,H1,hybrid_bidirectional,best,17949.0,2139.0414
Detached,H2,safe_unidirectional,worst,20853.0,1231.2518
Detached,H2,hybrid_bidirectional,worst,17982.0,1421.3378
Detached,H1,safe_unidirectional,best,19110.0,2005.4248000000002
Semi-detached,H1,hybrid_bidirectional,worst,28218.0,2081.7254000000003
Semi-detached,H1,safe_unidirectional,worst,29415.0,1928.7654000000002
Semi-detached,H2,safe_unidirectional,best,12231.0,1239.9214
Semi-detached,H1,safe_unidirectional,worst,28758.0,1930.7144
Detached,H2,hybrid_bidirectional,best,8841.0,1431.7208
Semi-detached,H1,hybrid_bidirectional,best,17910.0,2138.3874
Detached,H1,hybrid_bidirectional,worst,29208.0,2113.7408000000005
Detached,H2,safe_unidirectional,best,12162.0,1276.2738
Semi-detached,H2,safe_unidirectional,worst,20157.0,1207.2704
Semi-detached,H1,safe_unidirectional,best,18894.0,1981.2114000000001
Semi-detached,H2,hybrid_bidirectional,worst,15795.0,1385.2644
Semi-detached,H1,safe_unidirectional,best,18972.0,1981.8754000000001
Detached,H2,hybrid_bidirectional,worst,16197.0,1430.8917999999999
Detached,H1,hybrid_bidirectional,best,18381.0,2173.3038
Detached,H1,safe_unidirectional,worst,29268.0,1951.6998000000003
Semi-detached,H2,hybrid_bidirectional,best,8067.0,1408.4204
Semi-detached,H2,safe_unidirectional,best,12261.0,1238.7824
Semi-detached,H1,hybrid_bidirectional,worst,28296.0,2069.1854000000003
Semi-detached,H2,safe_unidirectional,worst,20274.0,1205.4214
Detached,H2,hybrid_bidirectional,best,8067.0,1448.7738
Semi-detached,H1,hybrid_bidirectional,worst,28188.0,2075.4514
Semi-detached,H2,hybrid_bidirectional,worst,15795.0,1393.9544
Semi-detached,H1,hybrid_bidirectional,best,17850.0,2129.4694
Detached,H1,safe_unidirectional,best,18894.0,1998.8728000000003
Detached,H2,safe_unidirectional,worst,21549.0,1228.8108
Semi-detached,H1,safe_unidirectional,worst,30042.0,1921.0624
Semi-detached,H1,hybrid_bidirectional,best,17811.0,2134.0904
Semi-detached,H2,safe_unidirectional,best,12162.0,1243.1104
Semi-detached,H2,hybrid_bidirectional,best,7998.0,1405.4504
Semi-detached,H1,safe_unidirectional,worst,31308.0,1907.1684
Detached,H1,hybrid_bidirectional,worst,27933.0,2109.3838000000005
Detached,H2,safe_unidirectional,best,12516.0,1259.9078
Semi-detached,H2,hybrid_bidirectional,worst,15903.0,1390.2254
Semi-detached,H2,safe_unidirectional,worst,21030.0,1193.9324000000001
Semi-detached,H1,safe_unidirectional,best,18639.0,1973.2444
Semi-detached,H2,safe_unidirectional,worst,20166.0,1194.2404000000001
Detached,H1,hybrid_bidirectional,best,17988.0,2171.2708000000002
Semi-detached,H1,safe_unidirectional,best,19620.0,1954.2074000000002
Semi-detached,H1,safe_unidirectional,worst,29307.0,1955.2404000000001
Semi-detached,H2,hybrid_bidirectional,best,7959.0,1402.4704000000002
Detached,H2,hybrid_bidirectional,worst,16992.0,1422.0578
Semi-detached,H1,hybrid_bidirectional,worst,29316.0,2063.0284
Semi-detached,H2,safe_unidirectional,best,12585.0,1226.7144
Semi-detached,H1,hybrid_bidirectional,worst,30306.0,2055.7404
Detached,H2,hybrid_bidirectional,best,8361.0,1439.6488
Semi-detached,H2,safe_unidirectional,best,12270.0,1236.2284
Semi-detached,H1,safe_unidirectional,best,18717.0,2004.6484
Semi-detached,H1,hybrid_bidirectional,best,17988.0,2129.1294000000003
Detached,H2,safe_unidirectional,worst,20676.0,1218.8388
Semi-detached,H2,hybrid_bidirectional,worst,16413.0,1391.1114
Semi-detached,H1,safe_unidirectional,worst,30141.0,1925.8874
Semi-detached,H1,hybrid_bidirectional,best,18960.0,2108.4804
Semi-detached,H2,hybrid_bidirectional,worst,15981.0,1391.8014
Semi-detached,H1,hybrid_bidirectional,worst,28473.0,2090.4084000000003
Semi-detached,H2,hybrid_bidirectional,best,8067.0,1408.5414
Detached,H1,safe_unidirectional,worst,30072.0,1954.9448000000002
Detached,H2,safe_unidirectional,best,12261.0,1246.7038
Semi-detached,H1,safe_unidirectional,best,19041.0,1969.2334
Semi-detached,H2,safe_unidirectional,worst,21618.0,1186.3434
Semi-detached,H2,hybrid_bidirectional,best,8028.0,1406.6544000000001
Semi-detached,H1,hybrid_bidirectional,best,17958.0,2150.0374
Semi-detached,H2,safe_unidirectional,worst,22746.0,1176.5304
Detached,H2,hybrid_bidirectional,worst,15981.0,1408.5738
Detached,H1,safe_unidirectional,best,18825.0,2020.2268000000004
Semi-detached,H1,safe_unidirectional,worst,29268.0,1951.9084
Semi-detached,H1,hybrid_bidirectional,worst,28737.0,2071.5164
Semi-detached,H2,safe_unidirectional,best,12300.0,1233.3284
Semi-detached,H1,safe_unidirectional,worst,29895.0,1920.0514
Detached,H2,hybrid_bidirectional,best,8283.0,1427.6218
Semi-detached,H2,safe_unidirectional,worst,20814.0,1219.8704
Detached,H1,hybrid_bidirectional,worst,28698.0,2109.9138000000003
Semi-detached,H2,safe_unidirectional,best,13605.0,1215.0044
Semi-detached,H1,hybrid_bidirectional,best,18243.0,2129.8584
Semi-detached,H1,safe_unidirectional,best,18462.0,2006.9344
Semi-detached,H2,hybrid_bidirectional,worst,17589.0,1377.7564
Semi-detached,H1,safe_unidirectional,best,19218.0,1973.8664
Detached,H1,hybrid_bidirectional,best,17949.0,2180.4788000000003
Semi-detached,H2,hybrid_bidirectional,worst,18462.0,1369.8604
Semi-detached,H2,hybrid_bidirectional,best,8214.0,1397.1104
Detached,H1,safe_unidirectional,worst,30474.0,1955.2008000000003
Semi-detached,H2,safe_unidirectional,best,12408.0,1256.7214
Semi-detached,H1,hybrid_bidirectional,worst,28188.0,2091.6644
Semi-detached,H2,safe_unidirectional,worst,21441.0,1190.3224
Semi-detached,H2,hybrid_bidirectional,best,8910.0,1385.2464
Semi-detached,H1,hybrid_bidirectional,worst,28845.0,2067.1304
Semi-detached,H2,hybrid_bidirectional,worst,16275.0,1394.2154
Semi-detached,H1,hybrid_bidirectional,best,17547.0,2148.4674
Detached,H1,safe_unidirectional,best,19404.0,2007.3008000000002
Detached,H2,safe_unidirectional,worst,21471.0,1227.9488000000001
Semi-detached,H1,safe_unidirectional,worst,29856.0,1924.5284000000001
Semi-detached,H1,hybrid_bidirectional,best,18264.0,2124.7654
Semi-detached,H2,safe_unidirectional,best,12594.0,1228.7974
Semi-detached,H2,hybrid_bidirectional,best,8067.0,1408.3754000000001
Semi-detached,H1,safe_unidirectional,worst,29562.0,1918.5974
Detached,H1,hybrid_bidirectional,worst,29424.0,2110.1418000000003
Semi-detached,H1,safe_unidirectional,best,18855.0,1971.5994
Semi-detached,H2,safe_unidirectional,worst,20706.0,1216.0834
Semi-detached,H2,hybrid_bidirectional,worst,16893.0,1386.1394
Detached,H2,safe_unidirectional,best,12378.0,1278.1658
Semi-detached,H2,safe_unidirectional,worst,21774.0,1195.4024
Detached,H1,hybrid_bidirectional,best,18537.0,2174.0828
Semi-detached,H1,safe_unidirectional,worst,30111.0,1905.7244
Semi-detached,H1,safe_unidirectional,best,19149.0,1967.2584000000002
Semi-detached,H2,hybrid_bidirectional,best,8361.0,1403.7934
Detached,H2,hybrid_bidirectional,worst,17118.0,1429.7228
Semi-detached,H1,hybrid_bidirectional,worst,29247.0,2070.1544000000004
Semi-detached,H2,safe_unidirectional,best,11976.0,1256.5914
Semi-detached,H1,hybrid_bidirectional,worst,28620.0,2059.8894
Detached,H2,hybrid_bidirectional,best,8253.0,1447.9528
Semi-detached,H2,safe_unidirectional,best,12771.0,1235.4024
Semi-detached,H1,safe_unidirectional,best,19335.0,1960.6524000000002
Semi-detached,H1,hybrid_bidirectional,best,17988.0,2126.8284000000003
Detached,H2,safe_unidirectional,worst,21765.0,1222.8328
Semi-detached,H2,hybrid_bidirectional,worst,16236.0,1401.1504
Semi-detached,H1,safe_unidirectional,worst,28866.0,1939.8734000000002
Semi-detached,H1,hybrid_bidirectional,best,18390.0,2127.6264
Semi-detached,H2,hybrid_bidirectional,worst,17334.0,1377.2894000000001
Semi-detached,H1,hybrid_bidirectional,worst,29139.0,2066.0044000000003
Semi-detached,H2,hybrid_bidirectional,best,7812.0,1417.8974
Detached,H1,safe_unidirectional,worst,29454.0,1969.6978000000004
Detached,H2,safe_unidirectional,best,12849.0,1265.0058
Semi-detached,H2,safe_unidirectional,worst,21501.0,1186.8524
Semi-detached,H2,hybrid_bidirectional,best,8322.0,1395.1924
Semi-detached,H1,safe_unidirectional,best,18747.0,1985.4614000000001
Semi-detached,H1,hybrid_bidirectional,best,18558.0,2121.0194
Semi-detached,H2,safe_unidirectional,worst,20970.0,1187.7334
Detached,H2,hybrid_bidirectional,worst,17334.0,1421.6718
Detached,H1,safe_unidirectional,best,18933.0,2019.5658000000003
Semi-detached,H1,safe_unidirectional,worst,29631.0,1931.4064
Semi-detached,H1,hybrid_bidirectional,worst,28110.0,2072.6104
Semi-detached,H2,safe_unidirectional,best,12261.0,1229.4304
Semi-detached,H1,safe_unidirectional,worst,29631.0,1925.2194000000002
Detached,H2,hybrid_bidirectional,best,8547.0,1438.2198
Semi-detached,H2,safe_unidirectional,worst,21549.0,1176.1644000000001
Detached,H1,hybrid_bidirectional,worst,28266.0,2108.7838
Semi-detached,H1,hybrid_bidirectional,best,17979.0,2129.3854
Semi-detached,H2,safe_unidirectional,best,12702.0,1224.1624000000002
Semi-detached,H1,safe_unidirectional,best,18855.0,1974.5244000000002
Semi-detached,H2,hybrid_bidirectional,worst,17139.0,1382.2324
Semi-detached,H1,safe_unidirectional,best,18894.0,1974.0064000000002
Semi-detached,H2,hybrid_bidirectional,worst,16746.0,1383.7024000000001
Detached,H1,hybrid_bidirectional,best,18174.0,2174.1538
Detached,H1,safe_unidirectional,worst,29298.0,1965.9308000000003
Semi-detached,H2,hybrid_bidirectional,best,8106.0,1397.6074
Semi-detached,H2,safe_unidirectional,best,12888.0,1217.4114
Semi-detached,H1,hybrid_bidirectional,worst,28698.0,2075.3424
Semi-detached,H2,safe_unidirectional,worst,20343.0,1207.6624000000002
Semi-detached,H2,hybrid_bidirectional,best,8508.0,1399.1164
Semi-detached,H1,hybrid_bidirectional,worst,28551.0,2070.9144
Semi-detached,H2,hybrid_bidirectional,worst,17403.0,1371.9454
Semi-detached,H1,hybrid_bidirectional,best,17871.0,2130.7574
Detached,H1,safe_unidirectional,best,19041.0,2017.1778000000004
Detached,H2,safe_unidirectional,worst,20961.0,1234.1997999999999
Semi-detached,H1,safe_unidirectional,worst,28818.0,1927.1404000000002
Semi-detached,H1,hybrid_bidirectional,best,17919.0,2129.3284000000003
Semi-detached,H2,safe_unidirectional,best,12309.0,1246.4684
Semi-detached,H2,hybrid_bidirectional,best,8508.0,1385.1884
Semi-detached,H1,safe_unidirectional,worst,28905.0,1934.3794
Detached,H1,hybrid_bidirectional,worst,28404.0,2121.7758000000003
Semi-detached,H2,safe_unidirectional,worst,21000.0,1202.8904
Semi-detached,H1,safe_unidirectional,best,19002.0,1971.1264
Semi-detached,H2,hybrid_bidirectional,worst,15864.0,1394.0704
Detached,H2,safe_unidirectional,best,12516.0,1268.9987999999998
Semi-detached,H2,safe_unidirectional,worst,21177.0,1187.2914
Detached,H1,hybrid_bidirectional,best,18174.0,2179.8998
Semi-detached,H1,safe_unidirectional,best,18894.0,1979.6484
Semi-detached,H1,safe_unidirectional,worst,28896.0,1949.2564000000002
Semi-detached,H2,hybrid_bidirectional,best,8106.0,1408.8504
Detached,H2,hybrid_bidirectional,worst,16707.0,1429.8627999999999
Semi-detached,H1,hybrid_bidirectional,worst,27492.0,2088.3304000000003
Semi-detached,H2,safe_unidirectional,best,12222.0,1235.3584
Semi-detached,H1,hybrid_bidirectional,worst,28002.0,2076.6884
Semi-detached,H2,safe_unidirectional,best,12231.0,1230.3594
Detached,H2,hybrid_bidirectional,best,8322.0,1445.6068
Semi-detached,H1,safe_unidirectional,best,18570.0,1997.0744
Semi-detached,H1,hybrid_bidirectional,best,17832.0,2137.1974
Detached,H2,safe_unidirectional,worst,20607.0,1241.2098
Semi-detached,H2,hybrid_bidirectional,worst,16236.0,1390.2634
Semi-detached,H1,safe_unidirectional,worst,28974.0,1950.8994000000002
Semi-detached,H1,hybrid_bidirectional,best,18126.0,2128.7154
Semi-detached,H2,hybrid_bidirectional,worst,16413.0,1378.0134
Semi-detached,H1,hybrid_bidirectional,worst,27669.0,2088.9344
Semi-detached,H2,hybrid_bidirectional,best,7959.0,1402.1554
Detached,H1,safe_unidirectional,worst,29925.0,1958.6308000000004
Detached,H2,safe_unidirectional,best,12486.0,1267.9428
Semi-detached,H2,hybrid_bidirectional,best,8106.0,1397.6214
Semi-detached,H1,safe_unidirectional,best,18600.0,1986.6054000000001
Semi-detached,H2,safe_unidirectional,worst,19764.0,1196.4324000000001
Semi-detached,H1,hybrid_bidirectional,best,17556.0,2142.1404
Semi-detached,H2,safe_unidirectional,worst,20274.0,1194.9304
Detached,H2,hybrid_bidirectional,worst,16119.0,1427.7658
Semi-detached,H1,safe_unidirectional,worst,29592.0,1941.0964000000001
Detached,H1,safe_unidirectional,best,19080.0,2020.4748000000004
Semi-detached,H1,hybrid_bidirectional,worst,27708.0,2091.9044000000004
Semi-detached,H2,safe_unidirectional,best,12093.0,1234.0194000000001
Semi-detached,H1,safe_unidirectional,worst,29601.0,1928.3544000000002
Detached,H2,hybrid_bidirectional,best,8214.0,1442.3348
Semi-detached,H2,safe_unidirectional,worst,20049.0,1212.9924
Semi-detached,H1,hybrid_bidirectional,best,17802.0,2143.4154
Semi-detached,H2,safe_unidirectional,best,12447.0,1228.1874
Detached,H1,hybrid_bidirectional,worst,29100.0,2108.6218000000003
Semi-detached,H1,safe_unidirectional,best,19041.0,1995.8404
Semi-detached,H2,hybrid_bidirectional,worst,15462.0,1387.5784
Semi-detached,H1,safe_unidirectional,best,18933.0,1980.3804
Semi-detached,H2,hybrid_bidirectional,worst,16374.0,1395.1454
Detached,H1,hybrid_bidirectional,best,18360.0,2176.0258000000003
Detached,H1,safe_unidirectional,worst,29895.0,1956.7318000000002
