Archetype,CAH Type,Operation,Solar,CAPEX,OPEX Savings
Terraced,H2,safe_unidirectional,worst,21393.0,1130.5238
Terraced,H1,safe_unidirectional,best,18639.0,1940.3568
Semi-detached,H2,hybrid_bidirectional,worst,15678.0,1401.4634
Semi-detached,H1,hybrid_bidirectional,best,18066.0,2142.5694000000003
Semi-detached,H2,hybrid_bidirectional,worst,17226.0,1380.0334
Semi-detached,H2,hybrid_bidirectional,best,7773.0,1417.4684
Semi-detached,H1,safe_unidirectional,best,18894.0,1987.8714
Terraced,H1,safe_unidirectional,worst,28905.0,1910.5158
Terraced,H1,hybrid_bidirectional,worst,27855.0,2030.2918
Terraced,H2,safe_unidirectional,best,12918.0,1172.8438
Semi-detached,H2,hybrid_bidirectional,best,8538.0,1392.9174
Semi-detached,H2,safe_unidirectional,worst,21108.0,1185.4004
Semi-detached,H2,safe_unidirectional,worst,20244.0,1203.8244
Semi-detached,H1,hybrid_bidirectional,worst,28296.0,2085.8764
Terraced,H1,hybrid_bidirectional,best,17625.0,2085.6918
Terraced,H1,safe_unidirectional,best,18531.0,1948.5918
Terraced,H2,hybrid_bidirectional,worst,16530.0,1323.1268
Semi-detached,H1,safe_unidirectional,worst,29121.0,1943.3294
Semi-detached,H2,safe_unidirectional,best,12810.0,1228.6944
Semi-detached,H1,safe_unidirectional,worst,28944.0,1949.3874
Semi-detached,H1,hybrid_bidirectional,best,18027.0,2144.5824000000002
Semi-detached,H2,safe_unidirectional,best,12486.0,1236.6084
Terraced,H2,hybrid_bidirectional,best,8361.0,1336.4598
Terraced,H1,hybrid_bidirectional,worst,27924.0,2036.8188
Semi-detached,H1,safe_unidirectional,best,18786.0,1998.6724000000002
Terraced,H2,safe_unidirectional,worst,20088.0,1171.7088
Semi-detached,H2,hybrid_bidirectional,worst,16923.0,1384.4014
Semi-detached,H2,hybrid_bidirectional,worst,16089.0,1391.3014
Semi-detached,H1,safe_unidirectional,best,18531.0,1993.2414
Terraced,H1,hybrid_bidirectional,best,17655.0,2088.4208
Semi-detached,H2,safe_unidirectional,worst,20784.0,1204.4814000000001
Semi-detached,H2,hybrid_bidirectional,best,8508.0,1402.9084
Terraced,H1,safe_unidirectional,worst,28719.0,1911.5998
Semi-detached,H1,hybrid_bidirectional,worst,28149.0,2075.4014
Semi-detached,H2,hybrid_bidirectional,best,8253.0,1404.0104000000001
Terraced,H2,safe_unidirectional,best,12348.0,1212.4818
Semi-detached,H1,hybrid_bidirectional,worst,28080.0,2090.1484
Semi-detached,H1,hybrid_bidirectional,best,17781.0,2143.5884
Terraced,H2,hybrid_bidirectional,worst,15726.0,1348.9618
Semi-detached,H2,safe_unidirectional,best,12555.0,1242.6154000000001
Terraced,H2,safe_unidirectional,worst,20343.0,1182.7488
Terraced,H1,safe_unidirectional,best,18315.0,1969.6657999999998
Semi-detached,H1,safe_unidirectional,worst,29337.0,1927.4844
Semi-detached,H1,hybrid_bidirectional,best,17577.0,2138.0174
Semi-detached,H1,safe_unidirectional,worst,29268.0,1942.4104000000002
Terraced,H2,hybrid_bidirectional,best,7920.0,1359.5598
Semi-detached,H2,hybrid_bidirectional,worst,16197.0,1383.7104
Terraced,H1,hybrid_bidirectional,worst,27777.0,2041.9247999999998
Terraced,H2,safe_unidirectional,best,12438.0,1212.4518
Semi-detached,H2,safe_unidirectional,worst,20421.0,1210.8954
Semi-detached,H1,safe_unidirectional,best,19188.0,1963.3314
Semi-detached,H2,hybrid_bidirectional,best,8214.0,1401.4184
Semi-detached,H1,safe_unidirectional,best,18747.0,1981.5014
Semi-detached,H2,safe_unidirectional,worst,20559.0,1216.5954000000002
Terraced,H1,hybrid_bidirectional,best,17439.0,2105.2028
Terraced,H2,hybrid_bidirectional,worst,16188.0,1338.8698
Terraced,H1,safe_unidirectional,worst,28974.0,1894.3228
Semi-detached,H1,hybrid_bidirectional,worst,28179.0,2074.8224
Semi-detached,H2,safe_unidirectional,best,12417.0,1260.9964
Semi-detached,H1,hybrid_bidirectional,worst,28149.0,2085.1244
Terraced,H2,hybrid_bidirectional,best,7920.0,1354.2768
Semi-detached,H2,safe_unidirectional,best,11976.0,1260.2144
Semi-detached,H1,safe_unidirectional,worst,29376.0,1923.7644
Terraced,H2,safe_unidirectional,worst,20010.0,1176.7468000000001
Terraced,H1,safe_unidirectional,best,18717.0,1944.3998
Semi-detached,H2,hybrid_bidirectional,worst,16197.0,1386.8534
Semi-detached,H1,hybrid_bidirectional,best,18174.0,2133.3234
Terraced,H1,hybrid_bidirectional,best,17802.0,2079.1598
Terraced,H2,hybrid_bidirectional,worst,16188.0,1333.4948
Terraced,H1,safe_unidirectional,worst,29934.0,1884.7087999999999
Terraced,H1,safe_unidirectional,best,18276.0,1948.5467999999998
Terraced,H2,hybrid_bidirectional,best,8175.0,1341.7548000000002
Terraced,H1,hybrid_bidirectional,worst,28110.0,2027.7207999999998
Terraced,H2,safe_unidirectional,best,12507.0,1191.8178
Terraced,H2,hybrid_bidirectional,best,8067.0,1346.2458000000001
Terraced,H2,safe_unidirectional,worst,21177.0,1153.9298000000001
Terraced,H1,hybrid_bidirectional,worst,27081.0,2038.6938
Terraced,H1,safe_unidirectional,best,19071.0,1913.6147999999998
Terraced,H1,hybrid_bidirectional,best,17733.0,2082.0987999999998
Terraced,H2,safe_unidirectional,worst,20598.0,1154.3208
Terraced,H2,hybrid_bidirectional,worst,16275.0,1338.9558
Terraced,H1,safe_unidirectional,worst,28935.0,1882.6188
Terraced,H1,hybrid_bidirectional,best,17253.0,2088.7408
Terraced,H1,safe_unidirectional,worst,29601.0,1879.2548
Terraced,H2,safe_unidirectional,best,12555.0,1193.6238
Terraced,H1,hybrid_bidirectional,worst,28707.0,2023.2718
Terraced,H2,hybrid_bidirectional,best,8067.0,1354.1218000000001
Terraced,H2,safe_unidirectional,best,12261.0,1195.0258000000001
Terraced,H1,safe_unidirectional,best,18561.0,1923.7068
Terraced,H2,safe_unidirectional,worst,20490.0,1158.5448000000001
Terraced,H2,hybrid_bidirectional,worst,16953.0,1338.1388
Terraced,H1,hybrid_bidirectional,best,18126.0,2070.8238
Terraced,H1,safe_unidirectional,best,18855.0,1922.9617999999998
Terraced,H2,hybrid_bidirectional,worst,16050.0,1328.0298
Terraced,H2,safe_unidirectional,worst,19686.0,1179.4898
Terraced,H1,safe_unidirectional,worst,28533.0,1902.3627999999999
Terraced,H1,hybrid_bidirectional,worst,28071.0,2019.5067999999999
Terraced,H2,hybrid_bidirectional,best,8106.0,1351.7548000000002
Terraced,H2,safe_unidirectional,best,12231.0,1197.4668000000001
Terraced,H2,hybrid_bidirectional,best,8067.0,1348.0638000000001
Terraced,H1,hybrid_bidirectional,worst,28551.0,2020.6768
Terraced,H2,safe_unidirectional,worst,21519.0,1149.4708
Terraced,H1,hybrid_bidirectional,best,17655.0,2067.6988
Terraced,H2,safe_unidirectional,best,11643.0,1209.9738
Terraced,H2,hybrid_bidirectional,worst,16089.0,1332.9298000000001
Terraced,H1,safe_unidirectional,best,18315.0,1954.8498
Terraced,H1,hybrid_bidirectional,best,17910.0,2071.1567999999997
Terraced,H1,safe_unidirectional,worst,28317.0,1911.9778
Terraced,H2,hybrid_bidirectional,worst,14913.0,1339.4858
Terraced,H1,safe_unidirectional,worst,28680.0,1883.0518
Terraced,H2,hybrid_bidirectional,best,7959.0,1345.4908
Terraced,H1,hybrid_bidirectional,worst,27531.0,2041.9258
Terraced,H2,safe_unidirectional,best,12810.0,1186.6738
Terraced,H2,safe_unidirectional,worst,20304.0,1152.8218000000002
Terraced,H1,safe_unidirectional,best,18237.0,1950.6848
Terraced,H2,hybrid_bidirectional,best,7518.0,1351.5228
Terraced,H2,safe_unidirectional,worst,21255.0,1149.5688
Terraced,H1,hybrid_bidirectional,best,17400.0,2090.3138
Terraced,H1,safe_unidirectional,best,18786.0,1942.1437999999998
Terraced,H2,hybrid_bidirectional,worst,17148.0,1335.3558
Terraced,H1,safe_unidirectional,worst,28581.0,1905.0577999999998
Terraced,H1,hybrid_bidirectional,worst,27492.0,2046.5457999999999
Terraced,H2,safe_unidirectional,best,12084.0,1193.5078
Terraced,H2,hybrid_bidirectional,best,8361.0,1349.6178
Terraced,H1,safe_unidirectional,worst,29013.0,1906.9378
Terraced,H1,hybrid_bidirectional,worst,27855.0,2018.4238
Terraced,H2,safe_unidirectional,best,12564.0,1190.8538
Terraced,H1,hybrid_bidirectional,best,17292.0,2096.7888
Terraced,H2,hybrid_bidirectional,worst,15756.0,1332.2398
Terraced,H1,safe_unidirectional,best,18423.0,1945.5697999999998
Terraced,H2,safe_unidirectional,worst,20157.0,1166.2528
Terraced,H1,hybrid_bidirectional,best,17703.0,2075.9148
Terraced,H2,hybrid_bidirectional,worst,16932.0,1339.9748
Terraced,H1,safe_unidirectional,best,18531.0,1953.4278
Terraced,H1,safe_unidirectional,worst,28758.0,1897.9188
Terraced,H2,hybrid_bidirectional,best,7881.0,1344.3518000000001
Terraced,H1,hybrid_bidirectional,worst,27168.0,2026.8627999999999
Terraced,H2,hybrid_bidirectional,best,8145.0,1348.8448
Terraced,H2,safe_unidirectional,best,11790.0,1198.8568
Terraced,H2,safe_unidirectional,worst,19764.0,1179.0488
Terraced,H1,hybrid_bidirectional,worst,27972.0,2037.2007999999998
Terraced,H1,hybrid_bidirectional,best,17379.0,2085.2547999999997
Terraced,H1,safe_unidirectional,best,18423.0,1952.0747999999999
Terraced,H2,safe_unidirectional,worst,20127.0,1156.4128
Terraced,H2,hybrid_bidirectional,worst,15540.0,1342.5438
Terraced,H1,safe_unidirectional,worst,28248.0,1893.6758
Terraced,H1,hybrid_bidirectional,best,17625.0,2090.8638
Terraced,H2,safe_unidirectional,best,11751.0,1211.4058
Terraced,H1,safe_unidirectional,worst,28797.0,1912.1118
Terraced,H1,hybrid_bidirectional,worst,27708.0,2029.0867999999998
Terraced,H2,hybrid_bidirectional,best,7665.0,1353.0368
Terraced,H2,safe_unidirectional,best,12153.0,1192.8668
Terraced,H1,safe_unidirectional,best,18384.0,1934.5647999999999
Terraced,H2,safe_unidirectional,worst,20127.0,1168.7678
Terraced,H2,hybrid_bidirectional,worst,15756.0,1343.9068
Terraced,H1,hybrid_bidirectional,best,17331.0,2086.2008
Terraced,H1,safe_unidirectional,best,18237.0,1954.3557999999998
Terraced,H2,hybrid_bidirectional,worst,15609.0,1335.2608
Terraced,H2,safe_unidirectional,worst,20490.0,1171.9558000000002
Terraced,H2,hybrid_bidirectional,best,7626.0,1355.5598
Terraced,H1,safe_unidirectional,worst,29925.0,1880.0248
Terraced,H1,hybrid_bidirectional,worst,27237.0,2033.4678
Terraced,H2,safe_unidirectional,best,11976.0,1201.9758000000002
Terraced,H2,hybrid_bidirectional,best,7812.0,1343.2508
Terraced,H1,hybrid_bidirectional,worst,27825.0,2045.6057999999998
Terraced,H2,safe_unidirectional,best,12153.0,1209.9758000000002
Terraced,H2,safe_unidirectional,worst,20127.0,1164.8538
Terraced,H1,hybrid_bidirectional,best,17478.0,2092.5948
Terraced,H2,hybrid_bidirectional,worst,15462.0,1344.7828
Terraced,H1,safe_unidirectional,best,19218.0,1924.2187999999999
Terraced,H1,hybrid_bidirectional,best,17370.0,2099.6108
Terraced,H1,safe_unidirectional,worst,29052.0,1889.7278
Terraced,H2,hybrid_bidirectional,worst,16011.0,1346.6648
Terraced,H2,hybrid_bidirectional,best,7704.0,1358.2318
Terraced,H1,safe_unidirectional,worst,29847.0,1878.2287999999999
Terraced,H2,safe_unidirectional,best,11613.0,1201.2928000000002
Terraced,H1,hybrid_bidirectional,worst,28659.0,2018.6127999999999
Terraced,H2,safe_unidirectional,worst,20019.0,1167.4808
Terraced,H1,safe_unidirectional,best,18786.0,1948.3138
Terraced,H2,hybrid_bidirectional,best,7743.0,1355.1418
Terraced,H2,safe_unidirectional,worst,20412.0,1182.8268
Terraced,H2,hybrid_bidirectional,worst,15285.0,1344.5968
Terraced,H1,safe_unidirectional,best,18708.0,1932.4438
Terraced,H1,hybrid_bidirectional,best,18420.0,2069.7138
Terraced,H1,safe_unidirectional,worst,28875.0,1900.6137999999999
Terraced,H1,hybrid_bidirectional,worst,28149.0,2016.8947999999998
Terraced,H2,safe_unidirectional,best,11976.0,1201.5158000000001
Terraced,H2,hybrid_bidirectional,best,7557.0,1354.1418
Terraced,H1,safe_unidirectional,worst,29454.0,1897.6857999999997
Terraced,H2,safe_unidirectional,best,12114.0,1220.2588
Terraced,H1,hybrid_bidirectional,worst,28659.0,2027.8377999999998
Terraced,H1,safe_unidirectional,best,18414.0,1938.3118
Terraced,H1,hybrid_bidirectional,best,17802.0,2078.0708
Terraced,H2,hybrid_bidirectional,worst,15423.0,1339.3488
Terraced,H2,safe_unidirectional,worst,21069.0,1148.6778
Terraced,H2,hybrid_bidirectional,worst,15834.0,1354.9138
Terraced,H1,hybrid_bidirectional,best,18048.0,2079.9418
Terraced,H1,safe_unidirectional,best,18531.0,1948.9537999999998
Terraced,H1,safe_unidirectional,worst,28356.0,1910.1727999999998
Terraced,H2,hybrid_bidirectional,best,7812.0,1355.1908
Terraced,H1,hybrid_bidirectional,worst,27747.0,2038.2687999999998
Terraced,H2,hybrid_bidirectional,best,7626.0,1367.2178000000001
Terraced,H2,safe_unidirectional,best,13095.0,1187.6708
Terraced,H2,safe_unidirectional,worst,20784.0,1164.0378
Terraced,H1,hybrid_bidirectional,worst,28296.0,2029.2687999999998
Terraced,H1,hybrid_bidirectional,best,17586.0,2093.5968
Terraced,H1,safe_unidirectional,best,18237.0,1948.4447999999998
Terraced,H2,safe_unidirectional,worst,21510.0,1150.0108
Terraced,H2,hybrid_bidirectional,worst,16884.0,1327.1488
Terraced,H1,safe_unidirectional,worst,30003.0,1864.6978
Terraced,H1,hybrid_bidirectional,best,17793.0,2088.4008
Terraced,H1,safe_unidirectional,worst,29013.0,1897.8118
Terraced,H2,safe_unidirectional,best,12339.0,1206.7838000000002
Terraced,H1,hybrid_bidirectional,worst,27306.0,2036.5978
Terraced,H2,hybrid_bidirectional,best,8508.0,1343.5818
Terraced,H2,safe_unidirectional,best,12810.0,1200.1688
Terraced,H2,safe_unidirectional,worst,20088.0,1168.4288000000001
Terraced,H1,safe_unidirectional,best,19287.0,1908.0218
Terraced,H2,hybrid_bidirectional,worst,16158.0,1341.5408
Terraced,H1,safe_unidirectional,best,18276.0,1948.5618
Terraced,H1,hybrid_bidirectional,best,17253.0,2090.4808
Terraced,H2,safe_unidirectional,worst,21147.0,1169.1228
Terraced,H2,hybrid_bidirectional,worst,17472.0,1332.5778
Terraced,H2,hybrid_bidirectional,best,8067.0,1359.2288
Terraced,H1,safe_unidirectional,worst,27984.0,1923.9078
Terraced,H2,safe_unidirectional,best,12006.0,1203.4488000000001
Terraced,H1,hybrid_bidirectional,worst,28992.0,2012.6347999999998
Terraced,H1,hybrid_bidirectional,worst,28365.0,2032.5007999999998
Terraced,H2,hybrid_bidirectional,best,8283.0,1352.0848
Terraced,H2,safe_unidirectional,worst,19902.0,1178.2668
Terraced,H2,safe_unidirectional,best,12222.0,1199.0498
Terraced,H2,hybrid_bidirectional,worst,15864.0,1342.5578
Terraced,H1,hybrid_bidirectional,best,18390.0,2073.6168
Terraced,H1,safe_unidirectional,best,18345.0,1968.0277999999998
Terraced,H1,hybrid_bidirectional,best,17577.0,2086.0008
Terraced,H1,safe_unidirectional,worst,29298.0,1900.8038
Terraced,H2,hybrid_bidirectional,worst,16413.0,1346.1358
Terraced,H2,hybrid_bidirectional,best,7734.0,1357.5788
Terraced,H1,safe_unidirectional,worst,28425.0,1916.6688
Terraced,H2,safe_unidirectional,best,11937.0,1221.9588
Terraced,H1,hybrid_bidirectional,worst,26943.0,2047.0038
Terraced,H2,safe_unidirectional,worst,21402.0,1132.5708
Terraced,H2,hybrid_bidirectional,best,7851.0,1351.9938
Terraced,H1,safe_unidirectional,best,18855.0,1947.9478
Terraced,H2,safe_unidirectional,worst,20598.0,1170.3618000000001
Terraced,H2,hybrid_bidirectional,worst,15324.0,1343.2428
Terraced,H1,safe_unidirectional,best,18168.0,1962.0177999999999
Terraced,H1,safe_unidirectional,worst,28503.0,1896.0187999999998
Terraced,H1,hybrid_bidirectional,best,17322.0,2096.6248
Terraced,H1,hybrid_bidirectional,worst,27855.0,2030.7368
Terraced,H2,hybrid_bidirectional,best,7557.0,1355.7618
Terraced,H2,safe_unidirectional,best,12996.0,1178.4228
Terraced,H1,safe_unidirectional,worst,29121.0,1893.0877999999998
Terraced,H1,hybrid_bidirectional,worst,27531.0,2043.1347999999998
Terraced,H2,safe_unidirectional,best,12036.0,1204.4878
Terraced,H1,safe_unidirectional,best,18786.0,1940.4058
Terraced,H1,hybrid_bidirectional,best,17949.0,2085.3107999999997
Terraced,H2,safe_unidirectional,worst,19206.0,1186.7848
Terraced,H2,hybrid_bidirectional,worst,17187.0,1322.9788
Terraced,H1,hybrid_bidirectional,best,17439.0,2092.5968
Terraced,H2,hybrid_bidirectional,worst,16167.0,1334.5328
Terraced,H1,safe_unidirectional,worst,28425.0,1912.0738
Terraced,H1,safe_unidirectional,best,18963.0,1933.3257999999998
Terraced,H1,hybrid_bidirectional,worst,27453.0,2034.8457999999998
Terraced,H2,hybrid_bidirectional,best,8430.0,1337.2698
Terraced,H2,hybrid_bidirectional,best,7665.0,1348.4218
Terraced,H2,safe_unidirectional,best,11751.0,1224.9018
Terraced,H2,safe_unidirectional,worst,20490.0,1172.4528
Terraced,H1,hybrid_bidirectional,worst,28257.0,2024.9088
Terraced,H1,hybrid_bidirectional,best,17940.0,2082.4018
Terraced,H1,safe_unidirectional,best,18423.0,1959.3908
Terraced,H2,safe_unidirectional,worst,19686.0,1185.7368000000001
Terraced,H2,hybrid_bidirectional,worst,14736.0,1354.7588
Terraced,H1,safe_unidirectional,worst,27699.0,1907.7368
Terraced,H1,hybrid_bidirectional,best,18018.0,2079.4618
Terraced,H1,safe_unidirectional,worst,27738.0,1919.6427999999999
Terraced,H2,safe_unidirectional,best,12594.0,1211.7088
Terraced,H1,hybrid_bidirectional,worst,27384.0,2048.9748
Terraced,H2,hybrid_bidirectional,best,7518.0,1363.6858
Terraced,H2,safe_unidirectional,worst,19911.0,1162.4938
Terraced,H2,safe_unidirectional,best,11937.0,1222.5518
Terraced,H1,safe_unidirectional,best,18237.0,1956.3347999999999
Terraced,H2,hybrid_bidirectional,worst,15795.0,1342.8958
Terraced,H1,hybrid_bidirectional,best,17439.0,2097.0468
Terraced,H1,safe_unidirectional,best,17913.0,1961.7148
Terraced,H2,safe_unidirectional,worst,20598.0,1155.9348
Terraced,H2,hybrid_bidirectional,worst,15246.0,1348.6198
Terraced,H2,hybrid_bidirectional,best,8067.0,1354.8358
Terraced,H1,safe_unidirectional,worst,28719.0,1894.2518
Terraced,H2,safe_unidirectional,best,12399.0,1189.4408
Terraced,H1,hybrid_bidirectional,worst,26688.0,2039.8847999999998
Terraced,H1,hybrid_bidirectional,worst,27237.0,2049.7138
Terraced,H2,hybrid_bidirectional,best,7626.0,1364.1578
Terraced,H2,safe_unidirectional,worst,19686.0,1180.7278000000001
Terraced,H2,safe_unidirectional,best,12555.0,1198.7528
Terraced,H2,hybrid_bidirectional,worst,15324.0,1341.2078000000001
Terraced,H1,hybrid_bidirectional,best,17046.0,2093.4467999999997
Terraced,H1,safe_unidirectional,best,18384.0,1942.8087999999998
Terraced,H1,safe_unidirectional,worst,29160.0,1887.2438
Terraced,H1,hybrid_bidirectional,best,17145.0,2096.1518
Terraced,H2,hybrid_bidirectional,worst,16590.0,1337.6078
Terraced,H2,hybrid_bidirectional,best,8028.0,1350.8048000000001
Terraced,H1,safe_unidirectional,worst,28425.0,1904.5847999999999
Terraced,H2,safe_unidirectional,best,11937.0,1220.2968
Terraced,H1,hybrid_bidirectional,worst,28002.0,2031.7887999999998
Terraced,H2,safe_unidirectional,worst,19137.0,1177.9028
Terraced,H1,safe_unidirectional,best,18786.0,1939.0747999999999
Terraced,H2,hybrid_bidirectional,best,8145.0,1349.3778
Terraced,H2,hybrid_bidirectional,worst,15423.0,1354.8998000000001
Terraced,H2,safe_unidirectional,worst,19548.0,1187.5488
Terraced,H1,safe_unidirectional,best,18492.0,1949.2248
Terraced,H1,hybrid_bidirectional,best,17685.0,2080.3068
Terraced,H1,safe_unidirectional,worst,28209.0,1905.0077999999999
Terraced,H1,hybrid_bidirectional,worst,28110.0,2026.7667999999999
Terraced,H2,hybrid_bidirectional,best,7704.0,1364.9708
Terraced,H2,safe_unidirectional,best,11643.0,1210.3148
Terraced,H1,safe_unidirectional,worst,29121.0,1896.5238
Terraced,H2,safe_unidirectional,best,11457.0,1213.6848
Terraced,H1,hybrid_bidirectional,worst,27414.0,2032.7258
Terraced,H1,safe_unidirectional,best,18198.0,1945.0928
Terraced,H1,hybrid_bidirectional,best,17880.0,2082.7808
Terraced,H2,hybrid_bidirectional,worst,14550.0,1342.4088000000002
Terraced,H2,safe_unidirectional,worst,20412.0,1164.4128
Terraced,H2,hybrid_bidirectional,worst,14961.0,1354.0838
Terraced,H1,hybrid_bidirectional,best,17517.0,2090.2527999999998
Terraced,H1,safe_unidirectional,worst,30258.0,1876.6147999999998
Terraced,H1,safe_unidirectional,best,18531.0,1937.3408
Terraced,H2,hybrid_bidirectional,best,7410.0,1351.9648
Terraced,H1,hybrid_bidirectional,worst,27267.0,2037.3347999999999
Terraced,H2,hybrid_bidirectional,best,7371.0,1365.2848000000001
Terraced,H2,safe_unidirectional,best,11937.0,1199.8518
Terraced,H2,safe_unidirectional,worst,20559.0,1156.7418
Terraced,H1,hybrid_bidirectional,worst,28188.0,2035.7187999999999
Terraced,H1,safe_unidirectional,best,19110.0,1909.8167999999998
Terraced,H1,hybrid_bidirectional,best,17469.0,2093.8397999999997
Terraced,H2,safe_unidirectional,worst,19794.0,1173.3848
Terraced,H1,safe_unidirectional,worst,28101.0,1907.8077999999998
Terraced,H2,hybrid_bidirectional,worst,15687.0,1333.9978
Terraced,H1,hybrid_bidirectional,best,17724.0,2086.1598
Terraced,H1,safe_unidirectional,worst,28827.0,1889.9488
Terraced,H2,safe_unidirectional,best,12408.0,1201.3818
Terraced,H1,hybrid_bidirectional,worst,29247.0,2018.9447999999998
Terraced,H2,hybrid_bidirectional,best,7773.0,1350.9088000000002
Terraced,H2,safe_unidirectional,worst,19686.0,1174.5368
Terraced,H2,safe_unidirectional,best,11937.0,1208.8268
Terraced,H1,safe_unidirectional,best,18168.0,1952.3998
Terraced,H2,hybrid_bidirectional,worst,16305.0,1325.5078
Terraced,H1,hybrid_bidirectional,best,18528.0,2072.3777999999998
Terraced,H1,safe_unidirectional,best,18423.0,1937.2628
Terraced,H2,safe_unidirectional,worst,20637.0,1165.0178
Terraced,H2,hybrid_bidirectional,worst,15246.0,1345.2438
Terraced,H2,hybrid_bidirectional,best,8067.0,1345.1248
Terraced,H1,hybrid_bidirectional,worst,27336.0,2047.2558
Terraced,H1,safe_unidirectional,worst,28317.0,1900.0367999999999
Terraced,H2,safe_unidirectional,best,11790.0,1213.8628
Terraced,H1,hybrid_bidirectional,worst,27492.0,2031.3618
Terraced,H2,hybrid_bidirectional,best,7665.0,1355.4058
Terraced,H2,safe_unidirectional,worst,21480.0,1148.2888
Terraced,H1,hybrid_bidirectional,best,17262.0,2105.5678
Terraced,H2,safe_unidirectional,best,12153.0,1201.3068
Terraced,H2,hybrid_bidirectional,worst,15315.0,1343.9248
Terraced,H1,safe_unidirectional,best,18198.0,1939.4787999999999
Terraced,H1,hybrid_bidirectional,best,17547.0,2081.2648
Terraced,H1,safe_unidirectional,worst,28464.0,1887.7687999999998
Terraced,H2,hybrid_bidirectional,best,7596.0,1353.9058
Terraced,H2,hybrid_bidirectional,worst,16119.0,1340.3068
Terraced,H1,safe_unidirectional,worst,29886.0,1878.0657999999999
Terraced,H2,safe_unidirectional,best,13056.0,1179.4878
Terraced,H1,hybrid_bidirectional,worst,27306.0,2030.9558
Terraced,H2,safe_unidirectional,worst,19617.0,1169.2918
Terraced,H1,safe_unidirectional,best,18315.0,1938.3157999999999
Terraced,H2,hybrid_bidirectional,best,7881.0,1357.0178
Terraced,H2,safe_unidirectional,worst,20196.0,1157.9388
Terraced,H2,hybrid_bidirectional,worst,17580.0,1336.5948
Terraced,H1,hybrid_bidirectional,best,17409.0,2086.0298
Terraced,H1,safe_unidirectional,worst,29229.0,1880.7468
Terraced,H1,safe_unidirectional,best,18963.0,1921.2898
Terraced,H1,hybrid_bidirectional,worst,27600.0,2024.8898
Terraced,H2,safe_unidirectional,best,11721.0,1214.6668
Terraced,H2,hybrid_bidirectional,best,8577.0,1356.2828
Terraced,H1,safe_unidirectional,worst,28944.0,1893.1627999999998
Terraced,H2,safe_unidirectional,best,11898.0,1192.7458000000001
Terraced,H1,hybrid_bidirectional,worst,29061.0,2016.2538
Terraced,H1,safe_unidirectional,best,18717.0,1937.0387999999998
Terraced,H1,hybrid_bidirectional,best,17478.0,2084.3797999999997
Terraced,H2,hybrid_bidirectional,worst,15384.0,1350.9498
Terraced,H2,safe_unidirectional,worst,19794.0,1168.2298
Terraced,H2,hybrid_bidirectional,worst,15864.0,1336.9958000000001
Terraced,H1,hybrid_bidirectional,best,18312.0,2071.8628
Terraced,H1,safe_unidirectional,worst,28896.0,1888.0857999999998
Terraced,H1,safe_unidirectional,best,18561.0,1929.8577999999998
Terraced,H2,hybrid_bidirectional,best,7518.0,1368.0508
Terraced,H1,hybrid_bidirectional,worst,28698.0,2025.5787999999998
Terraced,H2,hybrid_bidirectional,best,7959.0,1349.1698000000001
Terraced,H2,safe_unidirectional,best,11790.0,1200.0118
Terraced,H2,safe_unidirectional,worst,20019.0,1159.9308
Terraced,H1,hybrid_bidirectional,worst,28002.0,2029.7197999999999
Terraced,H1,hybrid_bidirectional,best,17820.0,2084.5937999999996
Terraced,H1,safe_unidirectional,best,18747.0,1935.3177999999998
Terraced,H2,safe_unidirectional,worst,21402.0,1141.9798
Terraced,H1,safe_unidirectional,worst,28905.0,1880.9787999999999
Terraced,H2,hybrid_bidirectional,worst,15129.0,1338.1608
Terraced,H1,hybrid_bidirectional,best,17733.0,2083.3228
Terraced,H1,safe_unidirectional,worst,29199.0,1870.9668
Terraced,H2,safe_unidirectional,best,11898.0,1197.0588
Terraced,H1,hybrid_bidirectional,worst,27954.0,2024.1508
Terraced,H2,hybrid_bidirectional,best,7626.0,1349.4538
Terraced,H2,safe_unidirectional,worst,20529.0,1152.5368
Terraced,H2,safe_unidirectional,best,12840.0,1178.7998
Terraced,H1,safe_unidirectional,best,18678.0,1935.5888
Terraced,H2,hybrid_bidirectional,worst,15618.0,1336.8858
Terraced,H1,hybrid_bidirectional,best,17910.0,2078.6918
Terraced,H1,safe_unidirectional,best,18855.0,1914.9198
Terraced,H2,safe_unidirectional,worst,20559.0,1158.0458
Terraced,H2,hybrid_bidirectional,worst,17208.0,1331.8758
Terraced,H2,hybrid_bidirectional,best,7812.0,1355.6208000000001
Terraced,H1,safe_unidirectional,worst,29298.0,1881.2037999999998
Terraced,H1,hybrid_bidirectional,worst,27885.0,2017.6298
Terraced,H2,safe_unidirectional,best,12300.0,1187.4728
Terraced,H1,hybrid_bidirectional,worst,28512.0,2012.1827999999998
Terraced,H2,hybrid_bidirectional,best,8430.0,1343.5308
Terraced,H2,safe_unidirectional,worst,20304.0,1156.2808
Terraced,H2,safe_unidirectional,best,12408.0,1194.3268
Terraced,H1,hybrid_bidirectional,best,17694.0,2077.1688
Terraced,H2,hybrid_bidirectional,worst,16521.0,1333.1648
Terraced,H1,safe_unidirectional,best,18639.0,1938.8347999999999
Terraced,H1,hybrid_bidirectional,best,18165.0,2064.2028
Terraced,H1,safe_unidirectional,worst,28356.0,1901.8298
